ts,equity
1756857600000,0.827070
1756944000000,0.830441
1757030400000,0.830049
1757289600000,0.831797
1757376000000,0.834183
1757462400000,0.835179
1757548800000,0.842457
1757635200000,0.837565
1757894400000,0.835276
1757980800000,0.832682
1758067200000,0.833537
1758153600000,0.835603
1758240000000,0.837735
1758499200000,0.817149
1758585600000,0.811162
1758672000000,0.805607
1758758400000,0.798372
1758844800000,0.818050
1759104000000,0.815884
1759190400000,0.819666
1759276800000,0.816101
1759363200000,0.803745
1759449600000,0.802074
1759708800000,0.809219
1759795200000,0.800066
1759881600000,0.815818
1759968000000,0.816250
1760054400000,0.778723
1760313600000,0.784363
1760400000000,0.785560
1760486400000,0.790039
1760572800000,0.782072
1760659200000,0.787715
1760918400000,0.795905
1761004800000,0.795832
1761091200000,0.790916
1761177600000,0.794645
1761264000000,0.800313
1761523200000,0.812287
1761609600000,0.816803
1761696000000,0.817647
1761782400000,0.809424
1761868800000,0.811074
1762128000000,0.847381
1762214400000,0.827523
1762300800000,0.828596
1762387200000,0.826830
1762473600000,0.823926
1762732800000,0.837878
1762819200000,0.840705
1762905600000,0.840049
1762992000000,0.827802
1763078400000,0.831153
1763337600000,0.825540
1763424000000,0.816241
1763510400000,0.825198
1763596800000,0.814290
1763683200000,0.815975
1763942400000,0.823908
1764028800000,0.829146
1764115200000,0.832490
1764288000000,0.832617
1764547200000,0.823004
1764633600000,0.821934
1764720000000,0.813208
1764806400000,0.814233
1764892800000,0.811698
1765152000000,0.808340
1765238400000,0.805197
1765324800000,0.809566
1765411200000,0.810148
1765497600000,0.801395
1765756800000,0.800750
1765843200000,0.799825
1765929600000,0.790559
1766016000000,0.799173
1766102400000,0.795646
1766361600000,0.794884
1766448000000,0.799365
1766534400000,0.801626
1766707200000,0.806534
1766966400000,0.808492
1767052800000,0.810067
1767139200000,0.803745
1767312000000,0.788431
1767571200000,0.789501
1767657600000,0.797071
1767744000000,0.789567
1767830400000,0.785685
1767916800000,0.784926
1768176000000,0.784720
1768262400000,0.811588
1768348800000,0.811515
1768435200000,0.816857
1768521600000,0.816035
1768867200000,0.797767
1768953600000,0.809008
1769040000000,0.807485
1769126400000,0.808509
1769385600000,0.806162
1769472000000,0.804548
1769558400000,0.808997
1769644800000,0.813260
1769731200000,0.809454
1769990400000,0.811308
1770076800000,0.806516
1770163200000,0.791177
1770249600000,0.794473
1770336000000,0.816613
1770595200000,0.820846
1770681600000,0.819944
1770768000000,0.827036
1770854400000,0.827475
1770940800000,0.823259
1771286400000,0.827108
1771372800000,0.824808
1771459200000,0.827272
1771545600000,0.814765
1771804800000,0.812039
1771891200000,0.807185
1771977600000,0.795762
1772064000000,0.798420
1772150400000,0.800721
1772409600000,0.796573
1772496000000,0.797544
1772582400000,0.788741
1772668800000,0.787346
1772755200000,0.784158
1773014400000,0.773623
1773100800000,0.772984
1773187200000,0.772976
1773273600000,0.784891
1773360000000,0.789101
1773619200000,0.776381
1773705600000,0.775259
1773792000000,0.790237
1773878400000,0.794820
1773964800000,0.807004
1774224000000,0.794161
1774310400000,0.800226
1774396800000,0.795022
1774483200000,0.814281
1774569600000,0.830551
1774828800000,0.833023
1774915200000,0.807539
1775001600000,0.801914
1775088000000,0.793490
1775433600000,0.795964
1775520000000,0.819662
1775606400000,0.797424
1775692800000,0.795240
1775779200000,0.797486
1776038400000,0.812670
1776124800000,0.806745
1776211200000,0.816888
1776297600000,0.818888
1776384000000,0.831214
1776643200000,0.836663
1776729600000,0.832829
1776816000000,0.845188
1776902400000,0.840226
1776988800000,0.848504
1777248000000,0.846027
1777334400000,0.839215
1777420800000,0.839244
1777507200000,0.847119
1777593600000,0.853735
1777852800000,0.852732
1777939200000,0.861510
1778025600000,0.874717
1778112000000,0.869622
1778198400000,0.881627
1778457600000,0.878065
1778544000000,0.870922
1778630400000,0.875486
1778716800000,0.883281
1778803200000,0.868936
1779062400000,0.866448
1779148800000,0.860541
1779235200000,0.871792
1779321600000,0.873201
1779408000000,0.878453
1779753600000,0.883676
1779840000000,0.884299
1779926400000,0.888641
1780012800000,0.889917
1780272000000,0.891296
1780358400000,0.897749
1780444800000,0.897925
1780531200000,0.888985
1780617600000,0.871821
1780876800000,0.878610
1780963200000,0.877393
1781049600000,0.864393
1781136000000,0.878286
1781222400000,0.883359
