ts,equity
1632700800000,0.442798
1632787200000,0.424769
1632873600000,0.423997
1632960000000,0.414233
1633046400000,0.404540
1633305600000,0.417847
1633392000000,0.411448
1633478400000,0.410440
1633564800000,0.403387
1633651200000,0.406016
1633910400000,0.414390
1633996800000,0.415504
1634083200000,0.417784
1634169600000,0.405929
1634256000000,0.408208
1634515200000,0.405082
1634601600000,0.410801
1634688000000,0.415354
1634774400000,0.405835
1634860800000,0.400465
1635120000000,0.402987
1635206400000,0.402020
1635292800000,0.397393
1635379200000,0.410097
1635465600000,0.414527
1635724800000,0.415447
1635811200000,0.422053
1635897600000,0.414117
1635984000000,0.416387
1636070400000,0.417153
1636329600000,0.420920
1636416000000,0.415518
1636502400000,0.400835
1636588800000,0.402473
1636675200000,0.408255
1636934400000,0.405998
1637020800000,0.404781
1637107200000,0.404278
1637193600000,0.404718
1637280000000,0.409403
1637539200000,0.400528
1637625600000,0.402562
1637712000000,0.403806
1637884800000,0.378350
1638144000000,0.391689
1638230400000,0.378480
1638316800000,0.366787
1638403200000,0.372010
1638489600000,0.360620
1638748800000,0.369265
1638835200000,0.388177
1638921600000,0.392196
1639008000000,0.390762
1639094400000,0.390562
1639353600000,0.385797
1639440000000,0.376889
1639526400000,0.390318
1639612800000,0.378123
1639699200000,0.371824
1639958400000,0.362330
1640044800000,0.375791
1640131200000,0.384950
1640217600000,0.396600
1640563200000,0.408686
1640649600000,0.397283
1640736000000,0.395264
1640822400000,0.392420
1640908800000,0.389327
1641168000000,0.397114
1641254400000,0.391864
1641340800000,0.375873
1641427200000,0.376880
1641513600000,0.374353
1641772800000,0.364917
1641859200000,0.361960
1641945600000,0.359761
1642032000000,0.369434
1642118400000,0.366270
1642464000000,0.366743
1642550400000,0.377238
1642636800000,0.387643
1642723200000,0.392046
1642982400000,0.390619
1643068800000,0.402637
1643155200000,0.403019
1643241600000,0.409052
1643328000000,0.388780
1643587200000,0.370400
1643673600000,0.364679
1643760000000,0.360847
1643846400000,0.383807
1643932800000,0.360415
1644192000000,0.362806
1644278400000,0.356172
1644364800000,0.342456
1644451200000,0.359886
1644537600000,0.369459
1644796800000,0.369975
1644883200000,0.352604
1644969600000,0.358208
1645056000000,0.380368
1645142400000,0.383763
1645488000000,0.394666
1645574400000,0.410489
1645660800000,0.402090
1645747200000,0.386450
1646006400000,0.379924
1646092800000,0.391086
1646179200000,0.379156
1646265600000,0.386137
1646352000000,0.397883
1646611200000,0.417339
1646697600000,0.419773
1646784000000,0.396924
1646870400000,0.404775
1646956800000,0.416883
1647216000000,0.427391
1647302400000,0.411287
1647388800000,0.396255
1647475200000,0.388688
1647561600000,0.380469
1647820800000,0.382020
1647907200000,0.374049
1647993600000,0.384851
1648080000000,0.374610
1648166400000,0.379422
1648425600000,0.374916
1648512000000,0.376070
1648598400000,0.381570
1648684800000,0.377936
1648771200000,0.380904
1649030400000,0.386403
1649116800000,0.373658
1649203200000,0.340946
1649289600000,0.348657
1649376000000,0.344593
1649635200000,0.325109
1649721600000,0.343370
1649808000000,0.336898
1649894400000,0.344486
1650240000000,0.349836
1650326400000,0.331810
1650412800000,0.339227
1650499200000,0.349431
1650585600000,0.367873
1650844800000,0.365554
1650931200000,0.387628
1651017600000,0.394705
1651104000000,0.378470
1651190400000,0.402568
1651449600000,0.397261
1651536000000,0.392719
1651622400000,0.373873
1651708800000,0.408009
1651795200000,0.414375
1652054400000,0.445988
1652140800000,0.448935
1652227200000,0.469056
1652313600000,0.472803
1652400000000,0.455159
1652659200000,0.469864
1652745600000,0.454780
1652832000000,0.487097
1652918400000,0.489853
1653004800000,0.492990
1653264000000,0.485558
1653350400000,0.493463
1653436800000,0.487887
1653523200000,0.471233
1653609600000,0.456724
1653955200000,0.461201
1654041600000,0.470585
1654128000000,0.458419
1654214400000,0.472953
1654473600000,0.468296
1654560000000,0.464062
1654646400000,0.471589
1654732800000,0.487233
1654819200000,0.509768
1655078400000,0.535067
1655164800000,0.536368
1655251200000,0.525462
1655337600000,0.563870
1655424000000,0.562116
1655769600000,0.548826
1655856000000,0.552155
1655942400000,0.553926
1656028800000,0.525306
1656288000000,0.526693
1656374400000,0.542073
1656460800000,0.540070
1656547200000,0.546810
1656633600000,0.545145
1656979200000,0.545247
1657065600000,0.541251
1657152000000,0.529412
1657238400000,0.530157
1657497600000,0.541648
1657584000000,0.546423
1657670400000,0.554112
1657756800000,0.544058
1657843200000,0.531834
1658102400000,0.548390
1658188800000,0.527564
1658275200000,0.522741
1658361600000,0.515082
1658448000000,0.509366
1658707200000,0.512422
1658793600000,0.503586
1658880000000,0.504252
1658966400000,0.491221
1659052800000,0.498953
1659312000000,0.494703
1659398400000,0.490948
1659484800000,0.500752
1659571200000,0.500814
1659657600000,0.500850
1659916800000,0.501304
1660003200000,0.493751
1660089600000,0.514373
1660176000000,0.511387
1660262400000,0.535795
1660521600000,0.534480
1660608000000,0.533408
1660694400000,0.524923
1660780800000,0.521627
1660867200000,0.484866
1661126400000,0.467598
1661212800000,0.467120
1661299200000,0.468543
1661385600000,0.480190
1661472000000,0.448575
1661731200000,0.454615
1661817600000,0.451501
1661904000000,0.446456
1661990400000,0.448175
1662076800000,0.442030
1662422400000,0.439138
1662508800000,0.434322
1662595200000,0.443359
1662681600000,0.453539
1662940800000,0.459102
1663027200000,0.424875
1663113600000,0.434815
1663200000000,0.426524
1663286400000,0.422453
1663545600000,0.414356
1663632000000,0.419579
1663718400000,0.416933
1663804800000,0.416820
1663891200000,0.427353
1664150400000,0.430147
1664236800000,0.436317
1664323200000,0.424022
1664409600000,0.438198
1664496000000,0.448160
1664755200000,0.435353
1664841600000,0.414812
1664928000000,0.416547
1665014400000,0.422667
1665100800000,0.441361
1665360000000,0.448013
1665446400000,0.444698
1665532800000,0.445168
1665619200000,0.431088
1665705600000,0.446747
1665964800000,0.428939
1666051200000,0.435279
1666137600000,0.439680
1666224000000,0.444105
1666310400000,0.430730
1666569600000,0.434550
1666656000000,0.445246
1666742400000,0.452896
1666828800000,0.455471
1666915200000,0.448976
1667174400000,0.456035
1667260800000,0.459925
1667347200000,0.471675
1667433600000,0.479134
1667520000000,0.482303
1667779200000,0.463135
1667865600000,0.445829
1667952000000,0.470599
1668038400000,0.440907
1668124800000,0.438770
1668384000000,0.440473
1668470400000,0.438711
1668556800000,0.440973
1668643200000,0.436475
1668729600000,0.434890
1668988800000,0.438575
1669075200000,0.429379
1669161600000,0.419639
1669334400000,0.421348
1669593600000,0.420555
1669680000000,0.420319
1669766400000,0.416806
1669852800000,0.421387
1669939200000,0.420330
1670198400000,0.408975
1670284800000,0.399215
1670371200000,0.408121
1670457600000,0.411408
1670544000000,0.408528
1670803200000,0.413217
1670889600000,0.413927
1670976000000,0.410922
1671062400000,0.399290
1671148800000,0.403049
1671408000000,0.405342
1671494400000,0.405017
1671580800000,0.413953
1671667200000,0.402005
1671753600000,0.404427
1672099200000,0.406096
1672185600000,0.400760
1672272000000,0.404590
1672358400000,0.403690
1672704000000,0.404218
1672790400000,0.403437
1672876800000,0.403383
1672963200000,0.404737
1673222400000,0.404927
1673308800000,0.406982
1673395200000,0.419312
1673481600000,0.426868
1673568000000,0.442718
1673913600000,0.441255
1674000000000,0.419358
1674086400000,0.420306
1674172800000,0.449161
1674432000000,0.460176
1674518400000,0.453153
1674604800000,0.457779
1674691200000,0.466310
1674777600000,0.469974
1675036800000,0.449310
1675123200000,0.461505
1675209600000,0.478117
1675296000000,0.494975
1675382400000,0.487375
1675641600000,0.480491
1675728000000,0.497394
1675814400000,0.487649
1675900800000,0.468897
1675987200000,0.461975
1676246400000,0.469859
1676332800000,0.477168
1676419200000,0.498626
1676505600000,0.490202
1676592000000,0.500862
1676937600000,0.481567
1677024000000,0.478574
1677110400000,0.482282
1677196800000,0.466695
1677456000000,0.470686
1677542400000,0.467991
1677628800000,0.477512
1677715200000,0.483738
1677801600000,0.486076
1678060800000,0.483692
1678147200000,0.471345
1678233600000,0.472335
1678320000000,0.446543
1678406400000,0.436944
1678665600000,0.425708
1678752000000,0.440533
1678838400000,0.436479
1678924800000,0.453772
1679011200000,0.454548
1679270400000,0.456924
1679356800000,0.469647
1679443200000,0.454472
1679529600000,0.463809
1679616000000,0.463576
1679875200000,0.458484
1679961600000,0.458627
1680048000000,0.460833
1680134400000,0.461682
1680220800000,0.474669
1680480000000,0.475242
1680566400000,0.473874
1680652800000,0.470532
1680739200000,0.472830
1681084800000,0.476286
1681171200000,0.450579
1681257600000,0.445822
1681344000000,0.461848
1681430400000,0.463154
1681689600000,0.468576
1681776000000,0.472740
1681862400000,0.467598
1681948800000,0.461821
1682035200000,0.457324
1682294400000,0.456220
1682380800000,0.444995
1682467200000,0.457139
1682553600000,0.460745
1682640000000,0.450919
1682899200000,0.442119
1682985600000,0.435849
1683072000000,0.432283
1683158400000,0.431228
1683244800000,0.460502
1683504000000,0.449725
1683590400000,0.445034
1683676800000,0.450305
1683763200000,0.449955
1683849600000,0.448589
1684108800000,0.451471
1684195200000,0.449514
1684281600000,0.457670
1684368000000,0.465107
1684454400000,0.463730
1684713600000,0.463971
1684800000000,0.455146
1684886400000,0.449768
1684972800000,0.460819
1685059200000,0.473654
1685404800000,0.475371
1685491200000,0.472580
1685577600000,0.483140
1685664000000,0.499213
1685923200000,0.507093
1686009600000,0.499429
1686096000000,0.496765
1686182400000,0.505245
1686268800000,0.506705
1686528000000,0.517858
1686614400000,0.523815
1686700800000,0.534508
1686787200000,0.542114
1686873600000,0.532561
1687219200000,0.517374
1687305600000,0.500093
1687392000000,0.504721
1687478400000,0.502270
1687737600000,0.492924
1687824000000,0.503450
1687910400000,0.499904
1687996800000,0.500381
1688083200000,0.507624
1688342400000,0.510211
1688515200000,0.506236
1688601600000,0.495684
1688688000000,0.494501
1688947200000,0.496645
1689033600000,0.501530
1689120000000,0.508808
1689206400000,0.526066
1689292800000,0.517680
1689552000000,0.522405
1689638400000,0.527722
1689724800000,0.527930
1689811200000,0.514868
1689897600000,0.514368
1690156800000,0.517112
1690243200000,0.520829
1690329600000,0.519591
1690416000000,0.515606
1690502400000,0.527778
1690761600000,0.528013
1690848000000,0.527166
1690934400000,0.514167
1691020800000,0.512052
1691107200000,0.506993
1691366400000,0.514359
1691452800000,0.511016
1691539200000,0.502874
1691625600000,0.503106
1691712000000,0.499812
1691971200000,0.516163
1692057600000,0.520604
1692144000000,0.502782
1692230400000,0.510094
1692316800000,0.512467
1692576000000,0.523044
1692662400000,0.523592
1692748800000,0.530064
1692835200000,0.524672
1692921600000,0.527338
1693180800000,0.527966
1693267200000,0.516832
1693353600000,0.532380
1693440000000,0.540451
1693526400000,0.542521
1693872000000,0.540652
1693958400000,0.534507
1694044800000,0.527889
1694131200000,0.534181
1694390400000,0.547889
1694476800000,0.536363
1694563200000,0.535892
1694649600000,0.540051
1694736000000,0.527056
1694995200000,0.526013
1695081600000,0.522383
1695168000000,0.514928
1695254400000,0.519653
1695340800000,0.520006
1695600000000,0.516321
1695686400000,0.527667
1695772800000,0.526277
1695859200000,0.515415
1695945600000,0.511577
1696204800000,0.515739
1696291200000,0.528519
1696377600000,0.520415
1696464000000,0.526076
1696550400000,0.518154
1696809600000,0.517056
1696896000000,0.513532
1696982400000,0.508029
1697068800000,0.513884
1697155200000,0.519903
1697414400000,0.512397
1697500800000,0.516085
1697587200000,0.526724
1697673600000,0.545685
1697760000000,0.555787
1698019200000,0.571245
1698105600000,0.569032
1698192000000,0.585191
1698278400000,0.596511
1698364800000,0.594514
1698624000000,0.587191
1698710400000,0.569066
1698796800000,0.551881
1698883200000,0.533686
1698969600000,0.527420
1699228800000,0.526813
1699315200000,0.526109
1699401600000,0.526743
1699488000000,0.553967
1699574400000,0.538681
1699833600000,0.539594
1699920000000,0.538105
1700006400000,0.546565
1700092800000,0.536645
1700179200000,0.539299
1700438400000,0.547158
1700524800000,0.525483
1700611200000,0.551254
1700784000000,0.553829
1701043200000,0.549264
1701129600000,0.553558
1701216000000,0.549584
1701302400000,0.551257
1701388800000,0.559793
1701648000000,0.563032
1701734400000,0.572815
1701820800000,0.563802
1701907200000,0.593833
1701993600000,0.599193
1702252800000,0.595560
1702339200000,0.599156
1702425600000,0.617206
1702512000000,0.621911
1702598400000,0.620070
1702857600000,0.636975
1702944000000,0.639670
1703030400000,0.632882
1703116800000,0.644687
1703203200000,0.646816
1703548800000,0.644694
1703635200000,0.658706
1703721600000,0.653546
1703808000000,0.645878
1704153600000,0.642773
1704240000000,0.610285
1704326400000,0.614268
1704412800000,0.615419
1704672000000,0.645041
1704758400000,0.641815
1704844800000,0.664904
1704931200000,0.666411
1705017600000,0.649845
1705363200000,0.654769
1705449600000,0.644914
1705536000000,0.655819
1705622400000,0.670476
1705881600000,0.644262
1705968000000,0.641192
1706054400000,0.643018
1706140800000,0.649184
1706227200000,0.643616
1706486400000,0.647848
1706572800000,0.644997
1706659200000,0.620277
1706745600000,0.631075
1706832000000,0.637426
1707091200000,0.635986
1707177600000,0.638781
1707264000000,0.649517
1707350400000,0.647676
1707436800000,0.658138
1707696000000,0.672502
1707782400000,0.656714
1707868800000,0.672346
1707955200000,0.677558
1708041600000,0.671080
1708387200000,0.668203
1708473600000,0.664898
1708560000000,0.685323
1708646400000,0.676726
1708905600000,0.679497
1708992000000,0.689185
1709078400000,0.696648
1709164800000,0.688748
1709251200000,0.702503
1709510400000,0.710533
1709596800000,0.691019
1709683200000,0.708298
1709769600000,0.721647
1709856000000,0.714126
1710115200000,0.721923
1710201600000,0.726346
1710288000000,0.724326
1710374400000,0.715142
1710460800000,0.693022
1710720000000,0.698689
1710806400000,0.661774
1710892800000,0.707274
1710979200000,0.714339
1711065600000,0.705985
1711324800000,0.710773
1711411200000,0.707728
1711497600000,0.709359
1711584000000,0.712686
1711929600000,0.711128
1712016000000,0.690740
1712102400000,0.693571
1712188800000,0.684442
1712275200000,0.693424
1712534400000,0.704308
1712620800000,0.696564
1712707200000,0.691313
1712793600000,0.698725
1712880000000,0.671829
1713139200000,0.667796
1713225600000,0.666952
1713312000000,0.658316
1713398400000,0.660699
1713484800000,0.663579
1713744000000,0.660865
1713830400000,0.658902
1713916800000,0.660233
1714003200000,0.660007
1714089600000,0.659493
1714348800000,0.659615
1714435200000,0.664557
1714521600000,0.667644
1714608000000,0.663821
1714694400000,0.659414
1714953600000,0.663654
1715040000000,0.665016
1715126400000,0.659249
1715212800000,0.659340
1715299200000,0.671315
1715558400000,0.670437
1715644800000,0.671447
1715731200000,0.693455
1715817600000,0.692538
1715904000000,0.689073
1716163200000,0.679196
1716249600000,0.688368
1716336000000,0.685610
1716422400000,0.680498
1716508800000,0.686473
1716854400000,0.686354
1716940800000,0.679964
1717027200000,0.672870
1717113600000,0.676745
1717372800000,0.678679
1717459200000,0.681595
1717545600000,0.692476
1717632000000,0.690950
1717718400000,0.687576
1717977600000,0.694275
1718064000000,0.694388
1718150400000,0.703911
1718236800000,0.704969
1718323200000,0.698886
1718582400000,0.718469
1718668800000,0.718156
1718841600000,0.713321
1718928000000,0.711038
1719187200000,0.714481
1719273600000,0.711210
1719360000000,0.713455
1719446400000,0.714074
1719532800000,0.719374
1719792000000,0.722861
1719878400000,0.727900
1719964800000,0.748841
1720137600000,0.762026
1720396800000,0.768289
1720483200000,0.765848
1720569600000,0.774002
1720656000000,0.761587
1720742400000,0.768333
1721001600000,0.749760
1721088000000,0.752422
1721174400000,0.736943
1721260800000,0.733668
1721347200000,0.721773
1721606400000,0.738162
1721692800000,0.735647
1721779200000,0.715523
1721865600000,0.713165
1721952000000,0.717701
1722211200000,0.718236
1722297600000,0.708720
1722384000000,0.728038
1722470400000,0.708366
1722556800000,0.699122
1722816000000,0.669279
1722902400000,0.662821
1722988800000,0.673310
1723075200000,0.642267
1723161600000,0.651342
1723420800000,0.650320
1723507200000,0.657661
1723593600000,0.659456
1723680000000,0.674334
1723766400000,0.673862
1724025600000,0.680142
1724112000000,0.680338
1724198400000,0.680914
1724284800000,0.672967
1724371200000,0.679043
1724630400000,0.675781
1724716800000,0.677715
1724803200000,0.673044
1724889600000,0.673271
1724976000000,0.674350
1725321600000,0.688755
1725408000000,0.697113
1725494400000,0.705013
1725580800000,0.709446
1725840000000,0.703233
1725926400000,0.698133
1726012800000,0.698626
1726099200000,0.698184
1726185600000,0.695433
1726444800000,0.698551
1726531200000,0.695378
1726617600000,0.693294
1726704000000,0.676721
1726790400000,0.667673
1727049600000,0.665935
1727136000000,0.666336
1727222400000,0.669546
1727308800000,0.684310
1727395200000,0.682512
1727654400000,0.681792
1727740800000,0.655428
1727827200000,0.654699
1727913600000,0.657260
1728000000000,0.664311
1728259200000,0.659516
1728345600000,0.667326
1728432000000,0.673559
1728518400000,0.670780
1728604800000,0.669386
1728864000000,0.667879
1728950400000,0.664700
1729036800000,0.666917
1729123200000,0.666406
1729209600000,0.672037
1729468800000,0.669883
1729555200000,0.668527
1729641600000,0.655265
1729728000000,0.660335
1729814400000,0.658197
1730073600000,0.662285
1730160000000,0.670345
1730246400000,0.666084
1730332800000,0.643476
1730419200000,0.643274
1730678400000,0.638222
1730764800000,0.649749
1730851200000,0.683402
1730937600000,0.688018
1731024000000,0.688899
1731283200000,0.700591
1731369600000,0.702158
1731456000000,0.701560
1731542400000,0.690199
1731628800000,0.679024
1731888000000,0.687190
1731974400000,0.689875
1732060800000,0.689828
1732147200000,0.704371
1732233600000,0.705670
1732492800000,0.704996
1732579200000,0.703941
1732665600000,0.710829
1732838400000,0.717986
1733097600000,0.719816
1733184000000,0.720100
1733270400000,0.735545
1733356800000,0.730534
1733443200000,0.742977
1733702400000,0.725623
1733788800000,0.719890
1733875200000,0.739435
1733961600000,0.734629
1734048000000,0.737186
1734307200000,0.753723
1734393600000,0.747279
1734480000000,0.707711
1734566400000,0.685547
1734652800000,0.694775
1734912000000,0.704950
1734998400000,0.719735
1735171200000,0.711279
1735257600000,0.695811
1735516800000,0.686482
1735603200000,0.680771
1735776000000,0.668926
1735862400000,0.675228
1736121600000,0.685540
1736208000000,0.663461
1736294400000,0.657654
1736467200000,0.644385
1736726400000,0.646329
1736812800000,0.643416
1736899200000,0.657401
1736985600000,0.646557
1737072000000,0.655930
1737417600000,0.663260
1737504000000,0.670963
1737590400000,0.672542
1737676800000,0.669805
1737936000000,0.649468
1738022400000,0.660485
1738108800000,0.658486
1738195200000,0.660458
1738281600000,0.655244
1738540800000,0.646137
1738627200000,0.663423
1738713600000,0.666156
1738800000000,0.667494
1738886400000,0.660587
1739145600000,0.666799
1739232000000,0.665488
1739318400000,0.663557
1739404800000,0.675313
1739491200000,0.675127
1739836800000,0.678074
1739923200000,0.679055
1740009600000,0.675639
1740096000000,0.667161
1740355200000,0.685124
1740441600000,0.696663
1740528000000,0.701636
1740614400000,0.717770
1740700800000,0.707736
1740960000000,0.753593
1741046400000,0.760257
1741132800000,0.747244
1741219200000,0.764839
1741305600000,0.761520
1741564800000,0.783610
1741651200000,0.783553
1741737600000,0.778201
1741824000000,0.792192
1741910400000,0.773948
1742169600000,0.769546
1742256000000,0.779841
1742342400000,0.766916
1742428800000,0.776640
1742515200000,0.776241
1742774400000,0.760562
1742860800000,0.758814
1742947200000,0.770665
1743033600000,0.773958
1743120000000,0.793902
1743379200000,0.791675
1743465600000,0.784757
1743552000000,0.783761
1743638400000,0.818603
1743724800000,0.858266
1743984000000,0.860289
1744070400000,0.874481
1744156800000,0.801744
1744243200000,0.839362
1744329600000,0.824003
1744588800000,0.818468
1744675200000,0.820071
1744761600000,0.842748
1744848000000,0.841558
1745193600000,0.856453
1745280000000,0.834758
1745366400000,0.819736
1745452800000,0.804587
1745539200000,0.799977
1745798400000,0.800346
1745884800000,0.796234
1745971200000,0.795505
1746057600000,0.785592
1746144000000,0.774970
1746403200000,0.784707
1746489600000,0.791152
1746576000000,0.787836
1746662400000,0.777988
1746748800000,0.770283
1747008000000,0.743961
1747094400000,0.739381
1747180800000,0.745180
1747267200000,0.745842
1747353600000,0.749468
1747612800000,0.750026
1747699200000,0.747556
1747785600000,0.738294
1747872000000,0.740849
1747958400000,0.737329
1748304000000,0.753126
1748390400000,0.749229
1748476800000,0.749694
1748563200000,0.731860
1748822400000,0.737685
1748908800000,0.741498
1748995200000,0.738806
1749081600000,0.714702
1749168000000,0.723153
1749427200000,0.728125
1749513600000,0.728436
1749600000000,0.730856
1749686400000,0.729593
1749772800000,0.714331
1750032000000,0.725525
1750118400000,0.712935
1750204800000,0.712645
1750377600000,0.708016
1750636800000,0.719321
1750723200000,0.727318
1750809600000,0.727523
1750896000000,0.733303
1750982400000,0.740670
1751241600000,0.744393
1751328000000,0.742491
1751414400000,0.743738
1751500800000,0.749920
1751846400000,0.742744
1751932800000,0.744298
1752019200000,0.753130
1752105600000,0.750764
1752192000000,0.750908
1752451200000,0.753493
1752537600000,0.753902
1752624000000,0.746037
1752710400000,0.752755
1752796800000,0.753397
1753056000000,0.755459
1753142400000,0.754605
1753228800000,0.776263
1753315200000,0.778446
1753401600000,0.780832
1753660800000,0.779344
1753747200000,0.775260
1753833600000,0.774961
1753920000000,0.768184
1754006400000,0.738320
1754265600000,0.755427
1754352000000,0.753785
1754438400000,0.762382
1754524800000,0.768744
1754611200000,0.775387
1754870400000,0.772111
1754956800000,0.809961
1755043200000,0.806022
1755129600000,0.799182
1755216000000,0.793339
1755475200000,0.788927
1755561600000,0.775252
1755648000000,0.789950
1755734400000,0.789874
1755820800000,0.835154
1756080000000,0.821807
1756166400000,0.836763
1756252800000,0.835666
1756339200000,0.839263
1756425600000,0.827466
1756771200000,0.820798
