symbol,funding_time_ms,funding_rate,mark
SOL,1604246400000,0.00010000,
SOL,1604275200000,0.00010000,
SOL,1604304000010,0.00010000,
SOL,1604332800000,0.00010000,
SOL,1604361600000,0.00010000,
SOL,1604390400004,0.00010000,
SOL,1604419200009,0.00010000,
SOL,1604448000000,0.00010000,
SOL,1604476800000,0.00010000,
SOL,1604505600005,0.00010000,
SOL,1604534400017,0.00010000,
SOL,1604563200001,0.00010000,
SOL,1604592000000,0.00010000,
SOL,1604620800000,0.00010000,
SOL,1604649600001,0.00010000,
SOL,1604678400001,-0.00013380,
SOL,1604707200001,-0.00163209,
SOL,1604736000000,0.00010000,
SOL,1604764800006,0.00037936,
SOL,1604793600000,0.00010000,
SOL,1604822400000,0.00010000,
SOL,1604851200000,0.00010028,
SOL,1604880000007,0.00027346,
SOL,1604908800001,0.00010000,
SOL,1604937600002,0.00010000,
SOL,1604966400003,0.00010000,
SOL,1604995200011,0.00036412,
SOL,1605024000000,0.00010000,
SOL,1605052800000,0.00010000,
SOL,1605081600009,0.00026794,
SOL,1605110400003,0.00018849,
SOL,1605139200001,0.00010000,
SOL,1605168000001,0.00010000,
SOL,1605196800000,0.00010000,
SOL,1605225600000,0.00010000,
SOL,1605254400000,0.00010000,
SOL,1605283200000,0.00010000,
SOL,1605312000005,0.00010000,
SOL,1605340800004,0.00010000,
SOL,1605369600001,0.00010000,
SOL,1605398400001,0.00010000,
SOL,1605427200000,0.00010000,
SOL,1605456000003,0.00024228,
SOL,1605484800000,0.00010000,
SOL,1605513600010,0.00010000,
SOL,1605542400001,0.00010000,
SOL,1605571200002,0.00010000,
SOL,1605600000003,0.00055062,
SOL,1605628800003,0.00038890,
SOL,1605657600005,0.00129737,
SOL,1605686400006,0.00033069,
SOL,1605715200000,0.00002149,
SOL,1605744000008,0.00010000,
SOL,1605772800000,-0.00098885,
SOL,1605801600001,0.00010000,
SOL,1605830400003,0.00010000,
SOL,1605859200005,0.00010000,
SOL,1605888000000,0.00025095,
SOL,1605916800000,0.00010000,
SOL,1605945600000,0.00010000,
SOL,1605974400001,0.00101282,
SOL,1606003200005,0.00102128,
SOL,1606032000000,-0.00055853,
SOL,1606060800000,-0.00074916,
SOL,1606089600005,-0.00047751,
SOL,1606118400000,-0.00013206,
SOL,1606147200003,-0.00001472,
SOL,1606176000000,0.00010000,
SOL,1606204800000,0.00030371,
SOL,1606233600005,0.00010000,
SOL,1606262400005,0.00041817,
SOL,1606291200005,0.00010000,
SOL,1606320000015,0.00068985,
SOL,1606348800012,-0.00027055,
SOL,1606377600002,-0.00419164,
SOL,1606406400001,-0.00095725,
SOL,1606435200001,-0.00258810,
SOL,1606464000000,-0.00179633,
SOL,1606492800007,-0.00258539,
SOL,1606521600007,-0.00121635,
SOL,1606550400012,-0.00136122,
SOL,1606579200000,-0.00091001,
SOL,1606608000007,-0.00088150,
SOL,1606636800000,-0.00225574,
SOL,1606665600000,-0.00067280,
SOL,1606694400004,-0.00076440,
SOL,1606723200007,-0.00090649,
SOL,1606752000000,-0.00055293,
SOL,1606780800000,-0.00099685,
SOL,1606809600003,-0.00089102,
SOL,1606838400000,-0.00127810,
SOL,1606867200001,-0.00140130,
SOL,1606896000011,-0.00000174,
SOL,1606924800005,-0.00109398,
SOL,1606953600001,0.00010000,
SOL,1606982400031,0.00010000,
SOL,1607011200000,0.00010000,
SOL,1607040000006,0.00010000,
SOL,1607068800009,-0.00024496,
SOL,1607097600000,-0.00111230,
SOL,1607126400000,-0.00060138,
SOL,1607155200000,0.00010000,
SOL,1607184000000,-0.00001751,
SOL,1607212800004,0.00010000,
SOL,1607241600000,0.00010000,
SOL,1607270400001,0.00010000,
SOL,1607299200000,0.00010000,
SOL,1607328000008,0.00010000,
SOL,1607356800000,0.00010000,
SOL,1607385600003,0.00010000,
SOL,1607414400003,0.00010000,
SOL,1607443200033,0.00010000,
SOL,1607472000000,0.00000770,
SOL,1607500800010,0.00010000,
SOL,1607529600000,0.00001440,
SOL,1607558400000,-0.00005839,
SOL,1607587200000,0.00005504,
SOL,1607616000007,-0.00079147,
SOL,1607644800000,0.00010000,
SOL,1607673600016,-0.00073541,
SOL,1607702400010,0.00010000,
SOL,1607731200009,0.00008023,
SOL,1607760000002,-0.00234814,
SOL,1607788800000,-0.00143339,
SOL,1607817600007,-0.00173105,
SOL,1607846400000,-0.00055675,
SOL,1607875200000,-0.00072483,
SOL,1607904000000,-0.00035996,
SOL,1607932800000,-0.00009372,
SOL,1607961600000,-0.00008654,
SOL,1607990400006,-0.00046511,
SOL,1608019200001,-0.00078310,
SOL,1608048000000,-0.00056365,
SOL,1608076800001,-0.00035194,
SOL,1608105600000,0.00010000,
SOL,1608134400000,0.00010000,
SOL,1608163200000,0.00010000,
SOL,1608192000000,0.00010000,
SOL,1608220800011,0.00010000,
SOL,1608249600000,0.00010000,
SOL,1608278400000,0.00010000,
SOL,1608307200000,0.00010000,
SOL,1608336000000,0.00010000,
SOL,1608364800018,0.00010000,
SOL,1608393600000,0.00010000,
SOL,1608422400001,0.00010000,
SOL,1608451200011,0.00010000,
SOL,1608480000023,0.00010000,
SOL,1608508800011,0.00010000,
SOL,1608537600000,0.00010000,
SOL,1608566400000,0.00027015,
SOL,1608595200001,0.00010000,
SOL,1608624000006,0.00010000,
SOL,1608652800000,0.00010000,
SOL,1608681600000,-0.00004427,
SOL,1608710400000,0.00010000,
SOL,1608739200000,0.00010000,
SOL,1608768000012,-0.00044413,
SOL,1608796800009,-0.00049946,
SOL,1608825600001,-0.00023132,
SOL,1608854400000,-0.00041957,
SOL,1608883200000,-0.00119000,
SOL,1608912000000,-0.00128276,
SOL,1608940800009,-0.00143412,
SOL,1608969600001,-0.00120753,
SOL,1608998400006,-0.00254219,
SOL,1609027200000,-0.00101518,
SOL,1609056000000,-0.00163498,
SOL,1609084800001,-0.00071416,
SOL,1609113600015,0.00009235,
SOL,1609142400019,-0.00006254,
SOL,1609171200000,-0.00078108,
SOL,1609200000004,-0.00047250,
SOL,1609228800003,-0.00169461,
SOL,1609257600000,-0.00039761,
SOL,1609286400001,-0.00045529,
SOL,1609315200001,-0.00154578,
SOL,1609344000012,-0.00112551,
SOL,1609372800009,-0.00087230,
SOL,1609401600000,-0.00095399,
SOL,1609430400010,-0.00161978,
SOL,1609459200002,-0.00165238,
SOL,1609488000006,-0.00204383,
SOL,1609516800003,-0.00080750,
SOL,1609545600000,-0.00120567,
SOL,1609574400000,0.00010000,
SOL,1609603200006,-0.00007871,
SOL,1609632000018,-0.00009318,
SOL,1609660800000,-0.00048296,
SOL,1609689600002,-0.00253289,
SOL,1609718400000,-0.00302774,
SOL,1609747200000,0.00010000,
SOL,1609776000000,-0.00240332,
SOL,1609804800020,-0.00667102,
SOL,1609833600003,-0.00285395,
SOL,1609862400003,-0.00482538,
SOL,1609891200010,-0.00750000,
SOL,1609920000003,-0.00750000,
SOL,1609948800000,-0.00750000,
SOL,1609977600007,-0.00750000,
SOL,1610006400000,-0.00750000,
SOL,1610035200004,0.00000000,
SOL,1610064000000,-0.00094262,
SOL,1610092800000,0.00071256,
SOL,1610121600000,0.00012872,
SOL,1610150400009,0.00032940,
SOL,1610179200004,0.00138669,
SOL,1610208000000,0.00051747,
SOL,1610236800000,0.00318311,
SOL,1610265600005,0.00201398,
SOL,1610294400000,0.00080074,
SOL,1610323200000,0.00024441,
SOL,1610352000012,0.00010000,
SOL,1610380800000,0.00087274,
SOL,1610409600000,0.00010000,
SOL,1610438400000,-0.00004075,
SOL,1610467200008,0.00010000,
SOL,1610496000001,0.00030906,
SOL,1610524800000,0.00028285,
SOL,1610553600003,0.00010000,
SOL,1610582400000,0.00010000,
SOL,1610611200012,0.00013077,
SOL,1610640000000,0.00127162,
SOL,1610668800002,0.00010000,
SOL,1610697600000,0.00010000,
SOL,1610726400004,0.00099857,
SOL,1610755200000,0.00063201,
SOL,1610784000008,0.00082427,
SOL,1610812800000,0.00199151,
SOL,1610841600009,0.00113160,
SOL,1610870400000,0.00088588,
SOL,1610899200001,0.00026075,
SOL,1610928000000,0.00122517,
SOL,1610956800004,0.00072640,
SOL,1610985600000,0.00146114,
SOL,1611014400000,0.00120146,
SOL,1611043200005,0.00123494,
SOL,1611072000012,0.00010000,
SOL,1611100800012,0.00010000,
SOL,1611129600001,0.00010000,
SOL,1611158400001,-0.00034721,
SOL,1611187200000,-0.00004668,
SOL,1611216000000,0.00010000,
SOL,1611244800004,-0.00008357,
SOL,1611273600012,-0.00054589,
SOL,1611302400003,-0.00028412,
SOL,1611331200001,0.00010000,
SOL,1611360000000,0.00010000,
SOL,1611388800002,0.00010000,
SOL,1611417600000,0.00010000,
SOL,1611446400001,0.00010000,
SOL,1611475200011,0.00014037,
SOL,1611504000005,0.00010000,
SOL,1611532800007,0.00019694,
SOL,1611561600012,0.00113240,
SOL,1611590400000,0.00010000,
SOL,1611619200007,0.00010000,
SOL,1611648000000,0.00010000,
SOL,1611676800000,0.00010000,
SOL,1611705600000,0.00010000,
SOL,1611734400011,0.00010000,
SOL,1611763200003,0.00010000,
SOL,1611792000000,0.00010000,
SOL,1611820800000,0.00010000,
SOL,1611849600000,0.00032246,
SOL,1611878400009,0.00010270,
SOL,1611907200000,0.00046897,
SOL,1611936000000,0.00135527,
SOL,1611964800000,0.00074522,
SOL,1611993600000,0.00042600,
SOL,1612022400000,0.00083867,
SOL,1612051200009,0.00136282,
SOL,1612080000000,0.00068997,
SOL,1612108800000,0.00125194,
SOL,1612137600001,0.00025519,
SOL,1612166400014,0.00037017,
SOL,1612195200000,0.00023243,
SOL,1612224000000,0.00049185,
SOL,1612252800006,0.00049058,
SOL,1612281600000,0.00178222,
SOL,1612310400009,0.00185223,
SOL,1612339200006,0.00090423,
SOL,1612368000006,0.00103602,
SOL,1612396800005,0.00114612,
SOL,1612425600000,0.00196534,
SOL,1612454400011,0.00116031,
SOL,1612483200009,0.00139904,
SOL,1612512000004,0.00250409,
SOL,1612540800000,0.00248849,
SOL,1612569600008,0.00125230,
SOL,1612598400009,0.00177772,
SOL,1612627200000,0.00154950,
SOL,1612656000000,0.00069317,
SOL,1612684800005,0.00010000,
SOL,1612713600001,0.00010000,
SOL,1612742400000,0.00045129,
SOL,1612771200001,0.00085861,
SOL,1612800000000,0.00189272,
SOL,1612828800010,0.00209319,
SOL,1612857600006,0.00304915,
SOL,1612886400007,0.00286690,
SOL,1612915200009,0.00243443,
SOL,1612944000014,0.00332469,
SOL,1612972800005,0.00113941,
SOL,1613001600000,0.00162680,
SOL,1613030400000,0.00151791,
SOL,1613059200000,0.00128569,
SOL,1613088000000,0.00211126,
SOL,1613116800000,0.00076834,
SOL,1613145600000,0.00087438,
SOL,1613174400001,0.00260510,
SOL,1613203200003,0.00188627,
SOL,1613232000000,0.00141490,
SOL,1613260800013,0.00251514,
SOL,1613289600000,0.00252331,
SOL,1613318400008,0.00257419,
SOL,1613347200000,0.00066418,
SOL,1613376000006,0.00010000,
SOL,1613404800000,0.00010000,
SOL,1613433600001,0.00010000,
SOL,1613462400000,0.00158627,
SOL,1613491200010,0.00147931,
SOL,1613520000005,0.00010000,
SOL,1613548800010,0.00100129,
SOL,1613577600008,0.00142102,
SOL,1613606400012,0.00104079,
SOL,1613635200000,0.00155495,
SOL,1613664000009,0.00083108,
SOL,1613692800010,0.00094704,
SOL,1613721600002,0.00094971,
SOL,1613750400008,0.00077114,
SOL,1613779200000,0.00134072,
SOL,1613808000009,0.00167508,
SOL,1613836800000,0.00248155,
SOL,1613865600007,0.00087849,
SOL,1613894400012,0.00097512,
SOL,1613923200001,0.00101935,
SOL,1613952000006,0.00090367,
SOL,1613980800002,0.00060976,
SOL,1614009600000,0.00010000,
SOL,1614038400000,-0.00114458,
SOL,1614067200006,0.00010000,
SOL,1614096000000,0.00010000,
SOL,1614124800012,0.00010000,
SOL,1614153600016,0.00031868,
SOL,1614182400011,0.00010000,
SOL,1614211200007,0.00010000,
SOL,1614240000000,0.00010000,
SOL,1614268800010,0.00038425,
SOL,1614297600000,0.00010000,
SOL,1614326400025,0.00010000,
SOL,1614355200010,0.00010000,
SOL,1614384000001,0.00010000,
SOL,1614412800000,0.00010000,
SOL,1614441600000,0.00013802,
SOL,1614470400021,0.00010000,
SOL,1614499200009,0.00010000,
SOL,1614528000000,0.00010000,
SOL,1614556800000,0.00010000,
SOL,1614585600003,0.00012534,
SOL,1614614400001,0.00038175,
SOL,1614643200000,0.00021657,
SOL,1614672000000,0.00051119,
SOL,1614700800004,0.00023872,
SOL,1614729600000,0.00072430,
SOL,1614758400016,0.00026329,
SOL,1614787200000,0.00096015,
SOL,1614816000000,0.00017193,
SOL,1614844800015,0.00048191,
SOL,1614873600001,0.00058971,
SOL,1614902400000,0.00018864,
SOL,1614931200002,0.00010000,
SOL,1614960000008,0.00018812,
SOL,1614988800000,0.00051149,
SOL,1615017600000,0.00058979,
SOL,1615046400000,0.00023359,
SOL,1615075200006,0.00061650,
SOL,1615104000005,0.00093110,
SOL,1615132800008,0.00051022,
SOL,1615161600000,0.00049450,
SOL,1615190400000,0.00048468,
SOL,1615219200006,0.00127854,
SOL,1615248000000,0.00142095,
SOL,1615276800000,0.00139988,
SOL,1615305600000,0.00131768,
SOL,1615334400009,0.00167246,
SOL,1615363200006,0.00078312,
SOL,1615392000008,0.00110016,
SOL,1615420800000,0.00059116,
SOL,1615449600000,0.00064766,
SOL,1615478400014,0.00068954,
SOL,1615507200002,0.00065755,
SOL,1615536000005,0.00087095,
SOL,1615564800011,0.00056749,
SOL,1615593600000,0.00077028,
SOL,1615622400002,0.00045460,
SOL,1615651200000,0.00143906,
SOL,1615680000011,0.00115139,
SOL,1615708800000,0.00123232,
SOL,1615737600000,0.00131239,
SOL,1615766400012,0.00131865,
SOL,1615795200016,0.00074456,
SOL,1615824000030,0.00089187,
SOL,1615852800005,0.00091104,
SOL,1615881600008,0.00038295,
SOL,1615910400012,0.00086970,
SOL,1615939200010,0.00083967,
SOL,1615968000000,0.00114411,
SOL,1615996800009,0.00074567,
SOL,1616025600001,0.00143186,
SOL,1616054400000,0.00099333,
SOL,1616083200000,0.00185766,
SOL,1616112000011,0.00022960,
SOL,1616140800001,0.00044739,
SOL,1616169600000,0.00018788,
SOL,1616198400000,0.00011949,
SOL,1616227200000,0.00010000,
SOL,1616256000007,0.00027957,
SOL,1616284800000,0.00012712,
SOL,1616313600000,0.00010000,
SOL,1616342400000,0.00010000,
SOL,1616371200007,0.00010000,
SOL,1616400000001,-0.00015996,
SOL,1616428800000,0.00018783,
SOL,1616457600000,0.00010000,
SOL,1616486400010,0.00010000,
SOL,1616515200023,0.00007387,
SOL,1616544000002,0.00010000,
SOL,1616572800000,0.00010000,
SOL,1616601600000,0.00010000,
SOL,1616630400000,0.00010000,
SOL,1616659200000,0.00010000,
SOL,1616688000000,0.00010000,
SOL,1616716800008,0.00010000,
SOL,1616745600000,0.00010000,
SOL,1616774400012,0.00031536,
SOL,1616803200018,0.00010000,
SOL,1616832000000,0.00014263,
SOL,1616860800001,0.00034532,
SOL,1616889600000,0.00034400,
SOL,1616918400000,0.00033489,
SOL,1616947200005,0.00081974,
SOL,1616976000003,0.00085582,
SOL,1617004800000,0.00075959,
SOL,1617033600000,0.00077512,
SOL,1617062400018,0.00045834,
SOL,1617091200012,0.00119744,
SOL,1617120000001,0.00134349,
SOL,1617148800000,0.00089395,
SOL,1617177600000,0.00054855,
SOL,1617206400000,0.00057877,
SOL,1617235200025,0.00103263,
SOL,1617264000011,0.00104792,
SOL,1617292800004,0.00084334,
SOL,1617321600000,0.00056400,
SOL,1617350400000,0.00150169,
SOL,1617379200000,0.00096656,
SOL,1617408000003,0.00090108,
SOL,1617436800000,0.00142513,
SOL,1617465600000,0.00167753,
SOL,1617494400000,0.00016572,
SOL,1617523200000,0.00080358,
SOL,1617552000016,0.00010000,
SOL,1617580800000,0.00085227,
SOL,1617609600001,0.00012199,
SOL,1617638400001,0.00136006,
SOL,1617667200010,0.00140962,
SOL,1617696000000,0.00149504,
SOL,1617724800003,0.00046872,
SOL,1617753600000,0.00010000,
SOL,1617782400006,0.00010000,
SOL,1617811200004,0.00010000,
SOL,1617840000013,0.00030698,
SOL,1617868800003,0.00010000,
SOL,1617897600005,0.00017952,
SOL,1617926400000,0.00010000,
SOL,1617955200004,0.00010000,
SOL,1617984000004,0.00027232,
SOL,1618012800011,0.00010000,
SOL,1618041600005,0.00091825,
SOL,1618070400000,0.00083453,
SOL,1618099200004,0.00076444,
SOL,1618128000000,0.00076346,
SOL,1618156800000,0.00042257,
SOL,1618185600001,0.00113291,
SOL,1618214400001,0.00086506,
SOL,1618243200008,0.00065468,
SOL,1618272000003,0.00065355,
SOL,1618300800008,0.00106733,
SOL,1618329600008,0.00161617,
SOL,1618358400008,0.00082883,
SOL,1618387200000,0.00150253,
SOL,1618416000012,0.00058780,
SOL,1618444800006,0.00105790,
SOL,1618473600000,0.00141831,
SOL,1618502400008,0.00054664,
SOL,1618531200008,0.00074493,
SOL,1618560000000,0.00063461,
SOL,1618588800002,0.00177620,
SOL,1618617600008,0.00114295,
SOL,1618646400000,0.00069825,
SOL,1618675200001,0.00098868,
SOL,1618704000006,0.00069042,
SOL,1618732800004,-0.00081587,
SOL,1618761600000,0.00038460,
SOL,1618790400000,0.00011935,
SOL,1618819200000,0.00052771,
SOL,1618848000009,0.00010000,
SOL,1618876800004,0.00069128,
SOL,1618905600000,0.00031573,
SOL,1618934400001,0.00013798,
SOL,1618963200013,0.00010000,
SOL,1618992000001,0.00029116,
SOL,1619020800002,0.00010000,
SOL,1619049600000,0.00010000,
SOL,1619078400000,0.00010000,
SOL,1619107200001,0.00010000,
SOL,1619136000002,0.00010000,
SOL,1619164800009,0.00022517,
SOL,1619193600001,0.00010000,
SOL,1619222400019,0.00010000,
SOL,1619251200001,0.00010000,
SOL,1619280000011,0.00010000,
SOL,1619308800000,0.00010000,
SOL,1619337600010,0.00015370,
SOL,1619366400000,0.00005250,
SOL,1619395200003,0.00010000,
SOL,1619424000002,0.00010000,
SOL,1619452800004,0.00010000,
SOL,1619481600000,0.00041422,
SOL,1619510400000,0.00028532,
SOL,1619539200009,0.00055267,
SOL,1619568000000,0.00067111,
SOL,1619596800000,0.00018219,
SOL,1619625600001,0.00022570,
SOL,1619654400004,0.00010000,
SOL,1619683200013,0.00047434,
SOL,1619712000003,0.00013104,
SOL,1619740800004,0.00019041,
SOL,1619769600019,0.00045193,
SOL,1619798400003,0.00034639,
SOL,1619827200002,0.00050075,
SOL,1619856000006,0.00104765,
SOL,1619884800000,0.00040718,
SOL,1619913600010,0.00040060,
SOL,1619942400011,0.00061887,
SOL,1619971200007,0.00062817,
SOL,1620000000003,0.00027681,
SOL,1620028800000,0.00047332,
SOL,1620057600043,0.00068101,
SOL,1620086400004,0.00089378,
SOL,1620115200003,0.00033292,
SOL,1620144000011,0.00048984,
SOL,1620172800001,0.00021686,
SOL,1620201600007,0.00060678,
SOL,1620230400001,0.00075134,
SOL,1620259200003,0.00077937,
SOL,1620288000001,0.00117706,
SOL,1620316800000,0.00172483,
SOL,1620345600000,0.00090695,
SOL,1620374400000,0.00086546,
SOL,1620403200001,0.00119054,
SOL,1620432000006,0.00075413,
SOL,1620460800000,0.00082146,
SOL,1620489600000,0.00072061,
SOL,1620518400005,0.00043005,
SOL,1620547200016,0.00044195,
SOL,1620576000000,0.00057052,
SOL,1620604800004,0.00057419,
SOL,1620633600000,0.00074243,
SOL,1620662400013,0.00111008,
SOL,1620691200000,0.00010000,
SOL,1620720000000,0.00010000,
SOL,1620748800002,0.00037151,
SOL,1620777600004,0.00010000,
SOL,1620806400007,0.00036144,
SOL,1620835200012,0.00034871,
SOL,1620864000016,0.00022113,
SOL,1620892800000,0.00010000,
SOL,1620921600008,0.00010000,
SOL,1620950400007,0.00010000,
SOL,1620979200001,0.00010000,
SOL,1621008000004,0.00014439,
SOL,1621036800022,0.00021790,
SOL,1621065600014,0.00039831,
SOL,1621094400002,0.00046368,
SOL,1621123200000,0.00014056,
SOL,1621152000003,0.00057802,
SOL,1621180800002,0.00044938,
SOL,1621209600005,0.00063116,
SOL,1621238400001,0.00036840,
SOL,1621267200000,0.00040371,
SOL,1621296000019,0.00010000,
SOL,1621324800001,0.00021292,
SOL,1621353600006,0.00048279,
SOL,1621382400000,0.00010000,
SOL,1621411200003,0.00023608,
SOL,1621440000018,-0.00536402,
SOL,1621468800005,0.00011177,
SOL,1621497600000,0.00010000,
SOL,1621526400005,0.00010000,
SOL,1621555200000,0.00010000,
SOL,1621584000000,0.00010000,
SOL,1621612800001,0.00010000,
SOL,1621641600001,0.00010000,
SOL,1621670400002,0.00010000,
SOL,1621699200005,0.00010000,
SOL,1621728000006,0.00010000,
SOL,1621756800004,0.00010000,
SOL,1621785600002,0.00010000,
SOL,1621814400007,0.00010000,
SOL,1621843200005,0.00010000,
SOL,1621872000005,0.00010000,
SOL,1621900800000,0.00010000,
SOL,1621929600014,0.00010000,
SOL,1621958400000,0.00010000,
SOL,1621987200022,0.00010000,
SOL,1622016000018,0.00010000,
SOL,1622044800004,0.00010000,
SOL,1622073600000,0.00010000,
SOL,1622102400017,0.00010000,
SOL,1622131200000,0.00010000,
SOL,1622160000005,0.00010000,
SOL,1622188800009,0.00010000,
SOL,1622217600000,0.00010000,
SOL,1622246400006,0.00010000,
SOL,1622275200000,0.00010000,
SOL,1622304000000,0.00010000,
SOL,1622332800003,0.00010000,
SOL,1622361600004,0.00010000,
SOL,1622390400018,0.00010000,
SOL,1622419200002,0.00010000,
SOL,1622448000000,0.00010000,
SOL,1622476800000,0.00010000,
SOL,1622505600001,0.00010000,
SOL,1622534400010,0.00010000,
SOL,1622563200010,0.00010000,
SOL,1622592000008,0.00010000,
SOL,1622620800000,0.00010000,
SOL,1622649600007,0.00010000,
SOL,1622678400019,0.00010000,
SOL,1622707200002,0.00010000,
SOL,1622736000003,0.00010000,
SOL,1622764800003,0.00010000,
SOL,1622793600006,0.00010000,
SOL,1622822400002,0.00010000,
SOL,1622851200000,0.00010000,
SOL,1622880000004,0.00010000,
SOL,1622908800020,0.00010000,
SOL,1622937600000,0.00010000,
SOL,1622966400004,0.00010000,
SOL,1622995200000,0.00010000,
SOL,1623024000007,0.00010000,
SOL,1623052800007,0.00010000,
SOL,1623081600003,0.00010000,
SOL,1623110400000,0.00010000,
SOL,1623139200000,0.00010000,
SOL,1623168000002,0.00010000,
SOL,1623196800009,-0.00001630,
SOL,1623225600002,0.00001053,
SOL,1623254400000,-0.00006088,
SOL,1623283200007,0.00010000,
SOL,1623312000003,0.00010000,
SOL,1623340800000,0.00010000,
SOL,1623369600010,0.00010000,
SOL,1623398400007,0.00010000,
SOL,1623427200006,0.00010000,
