open_time_ms,open,high,low,close
1641150000000,16387.371,16423.64,16387.341,16419.385
1641153600000,16419.005,16430.401,16402.18,16405.885
1641157200000,16405.864,16419.325,16396.51,16419.325
1641160800000,16419.194,16421.005,16403.539,16409.905
1641164400000,16410.101,16413.115,16405.8,16413.115
1641168000000,16413.276,16416.41,16405.29,16411.37
1641171600000,16410.995,16415.12,16386.775,16400.975
1641175200000,16400.59,16405.975,16386.105,16403.105
1641178800000,16402.825,16412.325,16389.305,16390.915
1641182400000,16391.121,16415.49,16391.08,16414.681
1641186000000,16414.79,16431.915,16412.259,16429.875
1641189600000,16430.081,16455.295,16429.31,16450.925
1641193200000,16450.966,16451.065,16430.905,16434.085
1641196800000,16433.395,16446.05,16386.875,16389.89
1641200400000,16390.016,16487.31,16295.08,16319.606
1641204000000,16320.005,16445.135,16308.564,16439.015
1641207600000,16439.436,16447.01,16380.88,16398.49
1641211200000,16397.49,16437.381,16380.744,16426.985
1641214800000,16427.106,16473.265,16410.41,16466.3
1641218400000,16466.396,16504.991,16456.47,16480.995
1641222000000,16481.021,16502.72,16457.59,16496.525
1641225600000,16496.454,16507.691,16488.49,16500.975
1641232800000,16503.285,16513.785,16485.565,16488.935
1641236400000,16488.839,16500.83,16481.975,16497.635
1641240000000,16497.4,16500.74,16489.09,16491.39
1641243600000,16491.795,16509.035,16489.65,16507.96
1641247200000,16508.346,16511.775,16500.69,16508.005
1641250800000,16508.11,16532.005,16504.559,16528.115
1641254400000,16528.321,16542.91,16527.035,16538.985
1641258000000,16539.056,16546.43,16532.095,16536.58
1641261600000,16536.801,16545.925,16525.595,16545.925
1641265200000,16545.706,16545.905,16489.895,16494.21
1641268800000,16494.221,16524.895,16491.105,16524.005
1641272400000,16523.8,16554.015,16523.71,16550.505
1641276000000,16550.2,16568.871,16541.89,16543.211
1641279600000,16543.17,16546.466,16496.3,16520.8
1641283200000,16520.38,16537.32,16508.985,16528.44
1641286800000,16528.636,16531.7,16448.975,16464.3
1641290400000,16464.711,16469.605,16230.3,16232.99
1641294000000,16233.015,16257.31,16169.765,16211.395
1641297600000,16211.41,16237.525,16182.61,16190.31
1641301200000,16189.905,16229.8,16148.06,16153.195
1641304800000,16152.36,16236.32,16150.54,16232.005
1641308400000,16232.005,16331.4,16230.11,16280.475
1641312000000,16280.681,16282.77,16259.575,16260.3
1641319200000,16268.805,16275.1,16236.349,16240.525
1641322800000,16240.716,16246.805,16230.805,16240.04
1641326400000,16239.849,16262.115,16205.805,16213.595
1641330000000,16213.841,16228.91,16211.185,16226.105
1641333600000,16226.216,16229.405,16216.6,16223.18
1641337200000,16223.351,16225.25,16207.915,16213.05
1641340800000,16212.974,16214.81,16183.865,16191.3
1641344400000,16191.451,16222.42,16180.12,16216.495
1641348000000,16216.911,16240.03,16202.805,16224.995
1641351600000,16225.056,16239.61,16211.29,16230.595
1641355200000,16230.51,16253.06,16225.075,16241.205
1641358800000,16240.905,16267.205,16230.79,16234.125
1641362400000,16234.069,16239.43,16206.86,16226.969
1641366000000,16226.885,16236.991,16203.239,16218.505
1641369600000,16218.499,16237.83,16191.485,16230.905
1641373200000,16230.58,16233.275,16111.995,16220.775
1641376800000,16220.286,16255.07,16130.86,16181.02
1641380400000,16180.505,16195.51,16125.965,16141.27
1641384000000,16141.391,16158.805,16054.81,16059.9
1641387600000,16059.824,16095.31,16034.9,16074.03
1641391200000,16073.8,16136.09,15887.565,15907.02
1641394800000,15907.321,15908.845,15767.305,15773.795
1641398400000,15772.005,15801.11,15764.9,15798.095
1641405600000,15768.961,15796.486,15720.6,15793.015
1641409200000,15792.575,15810.975,15761.09,15790.015
1641412800000,15789.996,15820.965,15751.61,15805.965
1641416400000,15806.096,15807.535,15765.575,15791.491
1641420000000,15791.595,15793.845,15682.5,15685.495
1641423600000,15685.671,15694.01,15631.4,15648.76
1641427200000,15649.056,15698.915,15643.59,15687.905
1641430800000,15687.926,15695.915,15650.91,15690.095
1641434400000,15689.12,15789.495,15688.37,15746.006
1641438000000,15746.415,15780.625,15701.825,15761.785
1641441600000,15761.956,15765.0,15713.36,15743.005
1641445200000,15742.81,15776.115,15727.1,15732.341
1641448800000,15732.42,15754.81,15688.36,15699.746
1641452400000,15699.795,15729.405,15669.065,15687.99
1641456000000,15687.959,15728.29,15676.51,15700.785
1641459600000,15700.255,15858.275,15680.495,15727.01
1641463200000,15726.266,15879.87,15607.11,15848.04
1641466800000,15849.195,15902.825,15778.065,15841.625
1641470400000,15841.505,15893.065,15798.705,15829.075
1641474000000,15829.09,15844.795,15776.76,15830.625
1641477600000,15830.351,15860.79,15789.91,15825.459
1641481200000,15825.38,15873.93,15725.16,15767.43
1641484800000,15765.655,15798.74,15760.155,15789.81
1641492000000,15813.09,15826.61,15808.8,15824.665
1641495600000,15824.746,15853.645,15822.905,15851.8
1641499200000,15851.8,15859.735,15828.105,15836.1
1641502800000,15836.005,15836.005,15793.68,15818.27
1641506400000,15818.285,15834.315,15798.925,15805.295
1641510000000,15804.721,15806.905,15782.065,15794.785
1641513600000,15794.841,15800.795,15769.91,15793.33
1641517200000,15793.046,15808.175,15772.675,15775.425
1641520800000,15775.046,15780.33,15750.59,15761.021
1641524400000,15760.715,15766.415,15674.35,15695.075
1641528000000,15694.561,15785.925,15690.12,15758.69
1641531600000,15758.671,15817.745,15747.091,15800.85
1641535200000,15800.891,15828.705,15788.32,15798.205
1641538800000,15798.616,15832.54,15774.25,15781.415
1641542400000,15781.415,15830.2,15632.726,15685.09
1641546000000,15684.511,15834.755,15681.16,15799.295
1641549600000,15801.2,15804.86,15523.215,15565.065
1641553200000,15565.205,15685.43,15546.465,15657.601
1641556800000,15657.615,15671.735,15597.01,15649.575
1641560400000,15649.886,15669.57,15601.595,15617.165
1641564000000,15617.22,15666.495,15568.92,15650.62
1641567600000,15650.559,15682.695,15587.105,15597.695
1641571200000,15596.59,15616.115,15592.385,15596.61
1641751200000,15604.285,15623.01,15529.71,15572.13
1641754800000,15572.171,15606.625,15553.565,15596.31
1641758400000,15596.211,15620.23,15557.57,15614.88
1641762000000,15615.411,15635.5,15609.215,15613.895
1641765600000,15613.961,15630.6,15599.56,15627.505
1641769200000,15627.691,15657.115,15626.88,15653.41
1641772800000,15653.264,15658.59,15636.665,15640.285
1641776400000,15640.916,15655.61,15630.57,15650.515
1641780000000,15650.861,15681.005,15643.58,15663.215
1641783600000,15663.386,15669.525,15532.38,15582.075
1641787200000,15582.346,15618.42,15576.489,15589.215
1641790800000,15589.311,15613.145,15541.065,15553.405
1641794400000,15552.95,15566.395,15512.86,15547.066
1641798000000,15547.14,15557.59,15380.995,15381.991
1641801600000,15382.07,15430.815,15376.405,15398.19
1641805200000,15397.765,15427.63,15255.351,15272.221
1641808800000,15272.5,15284.92,15161.78,15205.895
1641812400000,15205.515,15337.815,15186.515,15309.33
1641816000000,15309.295,15324.785,15212.82,15286.9
1641819600000,15286.829,15438.1,15276.775,15418.02
1641823200000,15417.765,15518.3,15412.275,15471.13
1641826800000,15470.98,15628.45,15413.939,15618.89
1641830400000,15616.905,15618.48,15604.785,15611.805
1641837600000,15631.025,15653.395,15612.97,15639.405
1641841200000,15639.561,15652.8,15607.805,15643.905
1641844800000,15644.266,15647.005,15585.88,15596.505
1641848400000,15596.05,15651.43,15592.38,15638.331
1641852000000,15638.4,15641.645,15613.555,15619.495
1641855600000,15619.51,15623.326,15594.475,15610.9
1641859200000,15610.816,15625.995,15602.97,15612.57
1641862800000,15615.62,15620.205,15576.59,15602.94
1641866400000,15602.981,15653.34,15592.28,15649.91
1641870000000,15649.704,15656.94,15595.975,15623.1
1641873600000,15623.066,15737.79,15620.905,15722.55
1641877200000,15722.349,15745.82,15711.62,15726.12
1641880800000,15726.261,15726.35,15681.795,15688.04
1641884400000,15687.575,15708.265,15654.885,15659.515
1641888000000,15659.771,15684.135,15609.82,15610.92
1641891600000,15611.085,15611.085,15487.925,15560.466
1641895200000,15560.885,15664.07,15519.901,15579.505
1641898800000,15579.515,15839.635,15573.3,15829.285
1641902400000,15829.591,15839.91,15752.88,15780.635
1641906000000,15780.601,15821.505,15740.35,15813.795
1641909600000,15813.911,15846.52,15773.58,15821.025
1641913200000,15821.151,15847.505,15790.485,15842.695
1641916800000,15841.795,15849.405,15834.885,15839.285
1641924000000,15838.541,15851.28,15822.795,15830.476
1641927600000,15830.6,15856.12,15829.0,15842.015
1641931200000,15841.824,15843.645,15816.055,15828.26
1641934800000,15828.501,15847.63,15827.515,15837.09
1641938400000,15837.039,15847.105,15836.0,15842.485
1641942000000,15842.429,15846.535,15838.549,15843.005
1641945600000,15843.196,15898.425,15842.3,15897.115
1641949200000,15897.231,15907.81,15874.35,15876.62
1641952800000,15876.554,15890.005,15851.805,15883.305
1641956400000,15880.805,15887.085,15772.86,15785.835
1641960000000,15785.94,15873.29,15782.385,15868.045
1641963600000,15868.09,15893.315,15853.28,15884.26
1641967200000,15884.331,15895.93,15861.905,15862.67
1641970800000,15862.704,15887.089,15844.261,15870.445
1641974400000,15871.311,15984.46,15866.32,15980.525
1641978000000,15980.505,16001.915,15894.625,15976.695
1641981600000,15977.011,16019.3,15846.565,15868.551
1641985200000,15868.355,15932.605,15807.59,15910.42
1641988800000,15910.415,15962.896,15871.365,15955.515
1641992400000,15955.485,15958.65,15884.52,15897.209
1641996000000,15897.1,15927.4,15869.505,15908.99
1641999600000,15909.27,15921.35,15866.59,15904.48
1642003200000,15904.9,15930.285,15903.695,15923.491
1642010400000,15906.985,15908.055,15891.405,15902.79
1642014000000,15902.941,15905.59,15887.3,15890.955
1642017600000,15891.081,15905.94,15830.39,15833.295
1642021200000,15833.39,15864.9,15832.98,15850.275
1642024800000,15850.304,15853.96,15831.45,15853.96
1642028400000,15854.161,15861.13,15851.075,15857.56
1642032000000,15857.726,15863.465,15841.4,15844.24
1642035600000,15844.325,15879.625,15841.505,15863.4
1642039200000,15863.4,15874.02,15845.285,15873.995
1642042800000,15873.979,15927.485,15867.326,15898.43
1642046400000,15897.895,15903.42,15874.59,15903.42
1642050000000,15903.435,15933.015,15900.51,15912.34
1642053600000,15912.551,15925.645,15885.405,15888.6
1642057200000,15888.394,15924.1,15886.795,15913.56
1642060800000,15913.495,15962.47,15900.69,15950.875
1642064400000,15950.695,15989.295,15924.08,15948.605
1642068000000,15947.755,15956.645,15739.61,15775.605
1642071600000,15775.741,15842.49,15742.025,15812.595
1642075200000,15811.96,15811.96,15606.59,15648.765
1642078800000,15647.985,15705.575,15620.086,15689.795
1642082400000,15689.41,15725.405,15606.805,15637.595
1642086000000,15637.435,15638.03,15470.505,15511.8
1642089600000,15512.296,15527.42,15492.27,15511.895
1642096800000,15517.775,15527.345,15501.89,15510.6
1642100400000,15510.125,15519.585,15463.475,15507.79
1642104000000,15508.13,15523.145,15464.605,15477.525
1642107600000,15477.925,15485.13,15426.88,15465.775
1642111200000,15466.566,15482.91,15453.475,15470.605
1642114800000,15470.866,15521.005,15470.866,15504.51
1642118400000,15504.521,15526.0,15494.87,15525.28
1642122000000,15525.01,15543.605,15508.595,15532.405
1642125600000,15532.966,15566.4,15502.81,15510.885
1642129200000,15512.485,15552.98,15484.89,15503.79
1642132800000,15503.851,15547.5,15495.405,15529.04
1642136400000,15529.186,15529.955,15475.375,15503.016
1642140000000,15503.315,15519.565,15467.405,15481.205
1642143600000,15480.6,15490.39,15333.275,15335.21
1642147200000,15335.601,15403.9,15324.6,15367.32
1642150800000,15364.89,15606.87,15352.29,15591.9
1642154400000,15591.895,15611.52,15469.47,15508.635
1642158000000,15508.524,15584.31,15430.5,15552.27
1642161600000,15552.301,15565.835,15442.99,15448.71
1642165200000,15448.54,15538.135,15415.79,15526.335
1642168800000,15526.0,15556.92,15483.396,15508.31
1642172400000,15508.581,15617.285,15508.581,15606.875
1642176000000,15605.11,15618.535,15595.895,15606.844
1642356000000,15635.691,15663.38,15579.441,15593.915
1642359600000,15593.62,15607.41,15562.995,15571.795
1642363200000,15571.991,15575.375,15526.005,15546.505
1642366800000,15548.305,15549.796,15518.734,15537.91
1642370400000,15537.485,15567.8,15535.97,15555.305
1642374000000,15555.79,15565.835,15538.415,15540.8
1642377600000,15540.941,15547.795,15526.7,15534.9
1642381200000,15534.876,15574.915,15528.86,15563.665
1642384800000,15562.3,15586.63,15548.98,15578.34
1642388400000,15577.6,15599.8,15543.985,15592.265
1642392000000,15591.59,15638.275,15586.07,15622.32
1642395600000,15622.346,15647.13,15613.105,15614.3
1642399200000,15614.376,15635.28,15612.045,15631.805
1642402800000,15631.886,15640.435,15623.165,15627.105
1642406400000,15627.0,15632.085,15613.505,15619.105
1642410000000,15619.541,15625.105,15558.9,15587.285
1642413600000,15587.666,15606.94,15568.39,15585.635
1642417200000,15585.015,15604.9,15582.375,15587.09
1642420800000,15587.171,15588.7,15554.751,15565.805
1642442400000,15593.271,15599.91,15559.67,15599.105
1642446000000,15598.884,15612.6,15587.385,15611.9
1642449600000,15611.854,15613.64,15582.06,15601.035
1642453200000,15600.884,15602.01,15572.405,15594.57
1642456800000,15594.701,15596.13,15463.565,15477.36
1642460400000,15477.214,15486.525,15418.705,15462.165
1642464000000,15462.481,15470.3,15424.49,15438.42
1642467600000,15438.646,15468.615,15433.495,15465.635
1642471200000,15465.07,15469.985,15435.77,15457.3
1642474800000,15457.12,15458.52,15325.505,15368.815
1642478400000,15368.49,15374.605,15281.79,15320.405
1642482000000,15320.525,15356.51,15312.99,15331.525
1642485600000,15332.51,15344.525,15302.87,15331.815
1642489200000,15332.301,15388.99,15332.301,15380.57
1642492800000,15381.116,15395.2,15333.1,15384.055
1642496400000,15384.034,15392.82,15285.015,15345.52
1642500000000,15345.365,15445.395,15312.206,15329.11
1642503600000,15329.586,15377.475,15269.175,15357.945
1642507200000,15358.001,15369.41,15262.495,15267.914
1642510800000,15267.79,15289.76,15238.765,15279.34
1642514400000,15278.37,15341.9,15256.295,15320.47
1642518000000,15320.545,15329.84,15183.865,15225.989
1642521600000,15226.11,15238.29,15209.385,15231.51
1642528800000,15257.414,15260.55,15205.765,15207.061
1642532400000,15207.075,15224.89,15170.46,15185.785
1642536000000,15186.136,15239.615,15176.405,15181.82
1642539600000,15181.861,15221.535,15103.196,15126.815
1642543200000,15126.786,15137.075,15095.965,15117.5
1642546800000,15116.795,15130.915,15075.495,15077.89
1642550400000,15077.986,15094.305,15064.81,15091.025
1642554000000,15091.216,15127.775,15082.345,15104.515
1642557600000,15103.51,15106.286,15069.035,15099.405
1642561200000,15098.581,15210.445,15075.285,15206.58
1642564800000,15205.505,15279.245,15186.085,15274.89
1642568400000,15274.874,15281.5,15245.58,15278.869
1642572000000,15278.7,15288.805,15235.56,15282.766
1642575600000,15282.9,15289.095,15245.08,15276.895
1642579200000,15277.146,15335.195,15272.805,15326.49
1642582800000,15326.564,15380.915,15264.865,15374.01
1642586400000,15373.939,15382.835,15173.92,15217.61
1642590000000,15217.464,15243.01,15120.885,15205.96
1642593600000,15206.105,15329.045,15205.2,15323.306
1642597200000,15323.52,15328.3,15241.295,15264.3
1642600800000,15263.31,15276.02,15156.99,15197.075
1642604400000,15197.321,15227.6,15037.05,15050.505
1642608000000,15049.47,15062.895,15040.9,15049.865
1642615200000,15053.505,15067.34,15006.805,15017.405
1642618800000,15016.895,15081.62,15016.58,15064.805
1642622400000,15064.889,15084.435,15023.47,15067.02
1642626000000,15066.961,15094.605,15066.28,15075.79
1642629600000,15075.674,15140.4,15070.615,15129.98
1642633200000,15130.311,15144.43,15121.186,15125.475
1642636800000,15125.525,15140.615,15103.065,15117.15
1642640400000,15117.049,15169.63,15112.855,15165.955
1642644000000,15165.585,15175.41,15133.825,15139.325
1642647600000,15139.641,15164.475,15058.43,15119.095
1642651200000,15119.546,15155.495,15082.875,15143.344
1642654800000,15143.275,15160.585,15124.32,15151.35
1642658400000,15151.095,15192.9,15150.895,15177.365
1642662000000,15177.4,15186.51,15128.475,15157.405
1642665600000,15157.545,15217.76,15145.16,15200.315
1642669200000,15200.065,15297.41,15172.8,15288.315
1642672800000,15288.821,15339.315,15230.265,15321.285
1642676400000,15321.485,15351.045,15251.7,15294.095
1642680000000,15294.29,15311.525,15244.905,15256.585
1642683600000,15256.564,15256.564,15183.755,15190.5
1642687200000,15190.36,15244.04,15086.2,15094.88
1642690800000,15094.375,15123.785,14828.34,14846.275
1642694400000,14847.31,14864.81,14784.764,14793.215
1642701600000,14735.325,14764.825,14695.315,14755.095
1642705200000,14755.331,14768.805,14707.82,14707.98
1642708800000,14708.035,14744.63,14647.52,14732.615
1642712400000,14732.841,14754.37,14627.09,14660.915
1642716000000,14660.505,14667.195,14615.52,14629.125
1642719600000,14628.835,14686.5,14628.765,14655.3
1642723200000,14655.059,14726.9,14650.055,14710.39
1642726800000,14710.476,14741.64,14682.555,14713.71
1642730400000,14713.549,14791.465,14693.285,14775.99
1642734000000,14775.98,14802.535,14716.465,14771.505
1642737600000,14771.791,14803.47,14740.436,14792.94
1642741200000,14793.024,14826.8,14776.765,14809.475
1642744800000,14809.411,14809.411,14710.495,14759.351
1642748400000,14759.075,14759.99,14691.57,14718.425
1642752000000,14718.434,14752.315,14694.175,14725.805
1642755600000,14726.39,14829.595,14642.48,14662.265
1642759200000,14661.846,14828.905,14543.93,14774.695
1642762800000,14775.565,14870.325,14664.575,14708.42
