coin,trade_idx,clip_seq,net_bp
DOGE,225,24,946.9037
DOGE,225,25,543.4573
DOGE,225,26,543.4573
DOGE,225,27,543.4573
DOGE,225,28,543.4573
DOGE,226,0,960.5888
DOGE,226,1,859.9230
DOGE,226,2,-277.7097
DOGE,226,3,-360.7375
DOGE,226,4,-900.9672
DOGE,226,5,-816.5939
DOGE,227,0,-776.2405
DOGE,227,1,-776.2405
DOGE,228,0,255.9616
DOGE,228,1,-163.9246
DOGE,228,2,-428.6101
DOGE,229,0,306.7211
DOGE,229,1,-107.2818
DOGE,229,2,-231.1872
DOGE,229,3,62.4751
DOGE,229,4,196.4043
DOGE,229,5,-125.3620
DOGE,229,6,1179.5333
DOGE,229,7,825.1977
DOGE,229,8,-177.0639
DOGE,229,9,397.6585
DOGE,229,10,-280.8382
DOGE,229,11,-280.8382
DOGE,229,12,-284.8201
DOGE,229,13,-406.8335
DOGE,229,14,-667.3381
DOGE,229,15,-667.3381
DOGE,229,16,-118.8495
DOGE,230,0,60.8684
DOGE,230,1,-398.8272
DOGE,230,2,-476.0079
DOGE,231,0,695.4772
DOGE,231,1,413.2537
DOGE,231,2,-829.4918
DOGE,231,3,-580.8850
DOGE,232,0,324.0212
DOGE,232,1,-155.1813
DOGE,232,2,478.4471
DOGE,232,3,82.3939
DOGE,232,4,307.5597
DOGE,232,5,1358.0667
DOGE,232,6,979.6552
DOGE,232,7,-141.5816
DOGE,232,8,-350.2020
DOGE,233,0,-1140.1506
DOGE,233,1,-1140.1506
DOGE,234,0,430.1277
DOGE,234,1,-27.7821
DOGE,234,2,-18.8421
DOGE,234,3,-206.3707
DOGE,234,4,500.9620
DOGE,234,5,60.5606
DOGE,234,6,-9.1337
DOGE,234,7,-698.2266
DOGE,234,8,-760.9872
DOGE,234,9,-1227.6720
DOGE,235,0,9.2483
DOGE,235,1,-33.5457
DOGE,235,2,-30.7244
DOGE,235,3,-59.8561
DOGE,236,0,228.3242
DOGE,236,1,82.1749
DOGE,236,2,-845.2082
DOGE,236,3,-1067.5199
DOGE,236,4,-1318.4636
DOGE,237,0,-797.6232
DOGE,237,1,-797.6232
DOGE,238,0,-636.3864
DOGE,238,1,-636.3864
DOGE,239,0,-887.1356
DOGE,239,1,-887.1356
DOGE,240,0,281.3942
DOGE,240,1,-89.6315
DOGE,240,2,-535.3089
DOGE,240,3,-812.8083
DOGE,241,0,-869.3494
DOGE,241,1,-869.3494
DOGE,242,0,310.4946
DOGE,242,1,55.7746
DOGE,242,2,487.0964
DOGE,242,3,1075.3981
DOGE,242,4,720.4326
DOGE,242,5,376.9935
DOGE,242,6,223.9358
DOGE,242,7,223.9358
DOGE,242,8,1143.0678
DOGE,242,9,-202.9182
DOGE,243,0,-1559.2838
DOGE,243,1,-1559.2838
DOGE,244,0,-998.5259
DOGE,244,1,-998.5259
DOGE,245,0,-406.4553
DOGE,245,1,-1183.1179
DOGE,246,0,574.8674
DOGE,246,1,1271.9897
DOGE,246,2,992.4658
DOGE,246,3,1647.5615
DOGE,246,4,-456.5429
DOGE,247,0,367.9399
DOGE,247,1,317.5180
DOGE,247,2,-1241.3967
DOGE,247,3,-1198.5785
DOGE,248,0,497.3876
DOGE,248,1,497.3876
DOGE,248,2,-299.2339
DOGE,248,3,-299.2339
DOGE,249,0,-524.2778
DOGE,249,1,-524.2778
DOGE,250,0,126.0292
DOGE,250,1,-360.0309
DOGE,250,2,-566.1092
DOGE,250,3,-702.1767
DOGE,251,0,399.2563
DOGE,251,1,-32.9857
DOGE,251,2,114.3369
DOGE,251,3,609.8655
DOGE,251,4,872.2364
DOGE,251,5,-247.5078
DOGE,251,6,-133.1824
DOGE,252,0,386.7074
DOGE,252,1,37.1780
DOGE,252,2,-70.0259
DOGE,252,3,-41.3968
DOGE,252,4,427.4708
DOGE,252,5,-70.2812
DOGE,252,6,-94.1435
DOGE,252,7,-2897.2367
DOGE,252,8,-3021.8368
DOGE,252,9,-2925.0279
DOGE,253,0,-1767.0478
DOGE,253,1,-1767.0478
BNB,0,0,191.2052
BNB,0,1,-316.4731
BNB,0,2,-264.7137
BNB,0,3,-466.4888
BNB,1,0,299.8781
BNB,1,1,-509.0758
BNB,1,2,-209.2382
BNB,1,3,-513.3356
BNB,2,0,277.2855
BNB,2,1,-240.1612
BNB,2,2,-233.2867
BNB,2,3,-189.4729
BNB,2,4,15.9514
BNB,2,5,-177.4467
BNB,2,6,425.5983
BNB,2,7,17.3375
BNB,2,8,68.0149
BNB,2,9,-199.3759
BNB,2,10,623.6951
BNB,2,11,-132.7760
BNB,2,12,-222.0672
BNB,2,13,-186.5945
BNB,2,14,312.5990
BNB,2,15,1117.2670
BNB,2,16,556.1456
BNB,2,17,5886.6631
BNB,2,18,6979.1078
BNB,2,19,6192.5849
BNB,2,20,6737.7444
BNB,3,0,204.6617
BNB,3,1,366.0999
BNB,3,2,2881.0377
BNB,3,3,4660.6424
BNB,3,4,4338.0714
BNB,3,5,3413.6042
BNB,3,6,-199.9594
BNB,4,0,1951.1425
BNB,4,1,1951.1425
BNB,5,0,434.8320
BNB,5,1,-206.7929
BNB,5,2,-633.7113
BNB,6,0,2111.8697
BNB,6,1,511.9024
BNB,6,2,48.9261
BNB,6,3,2482.3483
BNB,6,4,8452.3308
BNB,6,5,5206.2851
BNB,6,6,3488.5493
BNB,6,7,3011.3222
BNB,7,0,470.6801
BNB,7,1,-1148.2764
BNB,7,2,-313.6153
BNB,7,3,-767.6116
BNB,8,0,220.4372
BNB,8,1,-215.1076
BNB,8,2,472.9082
BNB,8,3,226.5432
BNB,8,4,-225.4117
BNB,8,5,-225.4117
BNB,9,0,-799.3827
BNB,9,1,-799.3827
BNB,10,0,262.6137
BNB,10,1,-660.9793
BNB,10,2,-918.2084
BNB,11,0,481.1268
BNB,11,1,176.6881
BNB,11,2,655.2632
BNB,11,3,145.8264
BNB,11,4,-378.8475
BNB,11,5,81.8350
BNB,12,0,-681.3376
BNB,12,1,-681.3376
BNB,13,0,-1271.6248
BNB,13,1,-1271.6248
BNB,14,0,-366.0456
BNB,14,1,-366.0456
BNB,15,0,601.4839
BNB,15,1,796.9960
BNB,15,2,-374.1580
BNB,15,3,599.3939
BNB,15,4,1259.3721
BNB,15,5,-574.3189
BNB,16,0,1129.9179
BNB,16,1,-74.5672
BNB,16,2,-114.1520
BNB,16,3,376.6925
BNB,16,4,1385.2509
BNB,16,5,-181.2942
BNB,17,0,-1283.0459
BNB,17,1,-1283.0459
BNB,18,0,-763.3837
BNB,18,1,-763.3837
BNB,19,0,73.4234
BNB,19,1,-246.1683
BNB,19,2,-315.1522
BNB,19,3,22.3588
BNB,19,4,344.8268
BNB,19,5,-35.2789
BNB,19,6,449.6118
BNB,19,7,886.8969
BNB,19,8,946.8331
BNB,19,9,270.4015
BNB,19,10,-234.7930
BNB,19,11,-257.4874
BNB,19,12,56.6461
BNB,19,13,770.1056
BNB,19,14,269.9800
BNB,19,15,269.9800
BNB,19,16,269.9800
BNB,20,0,494.9665
BNB,20,1,-86.3431
BNB,20,2,467.8284
BNB,20,3,404.1765
BNB,20,4,392.5982
BNB,20,5,-188.4515
BNB,20,6,594.6459
BNB,20,7,756.9470
BNB,20,8,4414.2548
BNB,20,9,3707.3427
BNB,20,10,1822.1266
BNB,20,11,2412.1067
BNB,21,0,258.3449
BNB,21,1,-187.5142
BNB,21,2,-794.3661
BNB,21,3,-1044.2029
BNB,22,0,1149.4168
BNB,22,1,617.8581
BNB,22,2,-752.4849
BNB,22,3,-289.4003
BNB,23,0,124.2624
BNB,23,1,335.0573
BNB,23,2,-46.2548
BNB,23,3,-283.5788
BNB,23,4,1007.4707
BNB,23,5,850.6481
BNB,23,6,20.4845
BNB,24,0,-748.8068
BNB,24,1,-748.8068
BNB,25,0,-80.2955
BNB,25,1,-480.0179
BNB,26,0,279.3701
BNB,26,1,186.1930
BNB,26,2,31.8400
BNB,26,3,652.4277
BNB,26,4,971.9282
BNB,26,5,38.7043
BNB,26,6,-340.2931
BNB,27,0,-709.1688
BNB,27,1,-709.1688
BNB,28,0,-1201.2189
BNB,28,1,-1201.2189
BNB,29,0,-625.6998
BNB,29,1,-625.6998
BNB,30,0,-927.6923
BNB,30,1,-927.6923
BNB,31,0,-706.7524
BNB,31,1,-706.7524
BNB,32,0,123.7709
BNB,32,1,-179.4281
BNB,32,2,134.6157
BNB,32,3,571.2058
BNB,32,4,-459.3836
BNB,32,5,309.0219
BNB,32,6,309.0219
BNB,32,7,1006.4901
BNB,32,8,-520.0975
BNB,33,0,-781.7863
BNB,33,1,-781.7863
BNB,34,0,-654.9845
BNB,34,1,-654.9845
BNB,35,0,3687.6606
BNB,35,1,74.1753
BNB,35,2,-599.6232
BNB,35,3,3725.2956
BNB,35,4,-86.0973
BNB,36,0,1146.9723
BNB,36,1,559.0501
BNB,36,2,-546.4831
BNB,37,0,-850.0758
BNB,37,1,-850.0758
BNB,38,0,167.6400
BNB,38,1,-172.0753
BNB,38,2,-126.0112
BNB,38,3,-156.3233
BNB,38,4,-115.6613
BNB,38,5,488.2623
BNB,38,6,996.6600
BNB,38,7,-89.1200
BNB,38,8,-306.0366
BNB,38,9,1035.7219
BNB,38,10,1815.6360
BNB,38,11,118.6112
BNB,38,12,-817.0190
BNB,39,0,-862.3061
BNB,39,1,-862.3061
BNB,40,0,367.6189
BNB,40,1,-186.7161
BNB,40,2,-68.6708
BNB,40,3,-531.1458
BNB,40,4,-885.2269
BNB,41,0,-660.3958
BNB,41,1,-660.3958
BNB,42,0,650.2783
BNB,42,1,-188.2029
BNB,42,2,523.2468
BNB,42,3,-6.5410
BNB,42,4,5.0008
BNB,42,5,356.7639
BNB,42,6,481.7896
BNB,42,7,-545.8839
BNB,42,8,-1438.6143
BNB,43,0,246.1544
BNB,43,1,240.8580
BNB,43,2,452.2319
BNB,43,3,-217.3225
BNB,43,4,263.3757
BNB,43,5,-126.6816
BNB,43,6,361.3394
BNB,43,7,110.3851
BNB,43,8,844.5210
BNB,43,9,630.7238
BNB,44,0,-1195.2951
BNB,44,1,-1195.2951
BNB,45,0,199.6499
BNB,45,1,-121.0625
BNB,45,2,-202.4320
BNB,45,3,-86.3148
BNB,45,4,-57.7649
BNB,45,5,19.0651
BNB,45,6,-320.6123
BNB,45,7,361.6660
BNB,45,8,347.6304
BNB,45,9,404.2198
BNB,45,10,766.9289
BNB,45,11,-326.5741
BNB,45,12,-168.7702
BNB,45,13,184.8439
BNB,45,14,603.9282
BNB,45,15,-400.3239
BNB,45,16,-37.4122
BNB,45,17,-80.0423
BNB,45,18,-2.3283
BNB,45,19,-20.2632
BNB,45,20,33.7467
BNB,45,21,-101.9402
BNB,45,22,1500.9958
BNB,45,23,1500.9958
BNB,45,24,967.4424
BNB,45,25,967.4424
BNB,46,0,173.0627
BNB,46,1,-54.7608
BNB,46,2,376.3788
BNB,46,3,297.0042
BNB,46,4,-265.9016
BNB,46,5,727.8531
BNB,46,6,-262.7070
BNB,46,7,518.1016
BNB,46,8,-475.7329
BNB,46,9,1090.0894
BNB,46,10,1837.5039
BNB,46,11,1605.6134
BNB,46,12,-667.3149
BNB,47,0,266.1314
BNB,47,1,-155.5014
BNB,47,2,-83.5762
BNB,47,3,-45.8465
BNB,47,4,401.9624
BNB,47,5,-65.2920
BNB,47,6,129.3234
BNB,47,7,-17.7518
BNB,47,8,323.9024
BNB,47,9,1228.9356
BNB,47,10,1524.5255
BNB,47,11,-563.5494
BNB,47,12,-423.1901
BNB,47,13,-563.5494
BNB,47,14,-563.5494
BNB,47,15,-61.3793
BNB,48,0,148.5639
BNB,48,1,-83.0915
BNB,48,2,-115.0610
BNB,48,3,-61.0846
BNB,48,4,0.3252
BNB,48,5,70.5250
BNB,48,6,397.6534
BNB,48,7,395.9370
BNB,48,8,-825.2738
BNB,48,9,-982.9187
BNB,49,0,316.1169
BNB,49,1,493.7467
BNB,49,2,369.8202
BNB,49,3,-62.0783
BNB,49,4,-108.8808
BNB,49,5,-16.4042
BNB,49,6,-100.9005
BNB,49,7,441.8301
BNB,49,8,-94.0383
BNB,49,9,377.0145
BNB,49,10,1344.7643
BNB,49,11,2410.0626
BNB,49,12,872.7918
BNB,49,13,1554.6501
BNB,50,0,156.0939
BNB,50,1,63.8754
BNB,50,2,-48.7065
BNB,50,3,102.8749
BNB,50,4,339.3027
BNB,50,5,-1544.2091
BNB,50,6,-1788.7999
BNB,50,7,-1957.1467
BNB,51,0,259.4948
BNB,51,1,-861.1717
BNB,51,2,-1110.1961
BNB,52,0,361.0307
BNB,52,1,-53.4190
BNB,52,2,330.8772
BNB,52,3,-318.3892
BNB,52,4,-290.1271
BNB,53,0,854.5832
BNB,53,1,54.0056
BNB,53,2,-339.6554
BNB,53,3,541.6825
BNB,53,4,-1291.2264
BNB,53,5,-1523.6731
BNB,53,6,-1032.6275
BNB,54,0,400.0988
BNB,54,1,259.5193
BNB,54,2,-37.2075
BNB,54,3,491.1989
BNB,54,4,696.6392
BNB,54,5,209.2060
BNB,54,6,-108.4755
BNB,54,7,-4.2873
BNB,54,8,619.2580
BNB,54,9,8.3554
BNB,54,10,67.9487
BNB,54,11,765.2605
BNB,55,0,-467.5309
BNB,55,1,-467.5309
BNB,56,0,489.8814
BNB,56,1,-329.2784
BNB,56,2,549.1700
BNB,56,3,409.8094
BNB,56,4,118.6482
BNB,56,5,980.3761
BNB,56,6,918.6687
BNB,56,7,-299.1625
BNB,57,0,343.8254
BNB,57,1,9.6834
BNB,57,2,122.0651
BNB,57,3,-374.9921
BNB,57,4,-533.4707
BNB,57,5,-13.3133
BNB,57,6,-177.8428
BNB,57,7,205.4868
BNB,58,0,-719.5161
BNB,58,1,-719.5161
BNB,59,0,868.5755
BNB,59,1,445.4443
BNB,59,2,-1328.2902
BNB,59,3,-976.8733
BNB,60,0,369.8734
BNB,60,1,252.2063
BNB,60,2,415.4430
BNB,60,3,-112.2935
BNB,60,4,-203.6547
BNB,60,5,-46.9663
BNB,60,6,-99.1905
BNB,60,7,477.0760
BNB,60,8,431.2373
BNB,60,9,-236.8897
BNB,60,10,-46.1780
BNB,60,11,-114.6644
BNB,60,12,5.5864
BNB,60,13,-119.4613
BNB,60,14,537.8801
BNB,60,15,-220.6981
BNB,60,16,-273.0541
BNB,60,17,-408.3072
BNB,60,18,-126.6448
BNB,60,19,-689.6611
BNB,60,20,-28.0678
BNB,60,21,-118.4252
BNB,60,22,-23.8314
BNB,60,23,148.6657
BNB,60,24,-226.3942
BNB,60,25,-52.3625
BNB,60,26,-270.6868
BNB,60,27,-76.9324
BNB,60,28,-102.0749
BNB,60,29,108.7830
BNB,60,30,-122.8037
BNB,60,31,-20.0000
BNB,60,32,-124.1977
BNB,60,33,-88.7161
BNB,60,34,781.2950
BNB,60,35,781.2950
BNB,60,36,736.7786
BNB,61,0,697.1193
BNB,61,1,-114.3920
BNB,61,2,291.2603
BNB,61,3,-523.9863
BNB,61,4,-150.2160
BNB,62,0,-1604.5539
BNB,62,1,-1604.5539
BNB,63,0,491.4638
BNB,63,1,420.9171
BNB,63,2,47.2646
BNB,63,3,-718.2703
BNB,63,4,-275.0336
BNB,63,5,-209.1892
BNB,63,6,-780.4200
BNB,64,0,163.2867
BNB,64,1,-109.6861
BNB,64,2,-109.4188
BNB,64,3,-846.3436
BNB,64,4,-1011.4582
BNB,65,0,236.7479
BNB,65,1,-138.2695
BNB,65,2,38.3717
BNB,65,3,-22.9913
BNB,65,4,118.6840
BNB,65,5,490.2696
BNB,65,6,648.2028
BNB,65,7,-655.3085
BNB,65,8,-1096.8335
BNB,66,0,547.3452
BNB,66,1,-81.1746
BNB,66,2,146.0591
BNB,66,3,-55.0058
BNB,66,4,452.0658
BNB,66,5,-180.9812
BNB,66,6,-140.3460
BNB,66,7,-702.2537
BNB,66,8,-56.8852
BNB,66,9,33.7634
BNB,66,10,-334.7410
BNB,67,0,239.9653
BNB,67,1,210.8707
BNB,67,2,395.3355
BNB,67,3,-219.4641
BNB,67,4,379.7421
BNB,67,5,564.4595
BNB,67,6,784.1594
BNB,67,7,-424.9080
BNB,68,0,745.4949
BNB,68,1,23.6954
BNB,68,2,-30.2229
BNB,68,3,-137.6232
BNB,68,4,418.7532
BNB,68,5,-145.0460
BNB,68,6,532.6363
BNB,68,7,28.7567
BNB,68,8,930.9319
BNB,68,9,3187.6781
BNB,68,10,2248.5285
BNB,68,11,1811.3652
BNB,69,0,-1058.4068
BNB,69,1,-1058.4068
BNB,70,0,1052.8456
BNB,70,1,-182.1774
BNB,70,2,-257.5660
BNB,70,3,681.4760
BNB,70,4,-1160.8915
BNB,70,5,-853.4569
BNB,71,0,240.7076
BNB,71,1,449.1849
BNB,71,2,296.5736
BNB,71,3,-74.6860
BNB,71,4,567.6951
BNB,71,5,-117.3860
BNB,71,6,13.8123
BNB,71,7,-99.6945
BNB,71,8,618.0555
BNB,71,9,1068.9292
BNB,71,10,1008.8809
BNB,71,11,154.4513
BNB,72,0,457.0241
BNB,72,1,-189.7342
BNB,72,2,-102.6613
BNB,72,3,397.9431
BNB,72,4,50.1262
BNB,72,5,26.7472
BNB,72,6,98.5695
BNB,72,7,545.9983
BNB,72,8,553.4089
BNB,72,9,33.8533
BNB,72,10,196.4893
BNB,72,11,-113.0393
BNB,72,12,-100.5639
BNB,72,13,891.2614
BNB,72,14,-122.5163
BNB,72,15,-122.5163
BNB,72,16,476.8944
BNB,72,17,34.4106
BNB,72,18,-754.2657
BNB,72,19,-1057.0981
BNB,72,20,-1057.0981
BNB,72,21,21.4039
BNB,72,22,-186.1538
BNB,72,23,-129.3459
BNB,72,24,617.9225
BNB,72,25,254.3805
BNB,72,26,254.3805
BNB,72,27,254.3805
BNB,73,0,1120.3069
BNB,73,1,-78.0738
BNB,73,2,774.9248
BNB,73,3,-330.0293
BNB,74,0,224.2464
BNB,74,1,-164.8466
BNB,74,2,9.9022
BNB,74,3,14.6133
BNB,74,4,-258.0087
BNB,74,5,-12.6689
BNB,74,6,444.0382
BNB,74,7,-192.0477
BNB,74,8,366.7784
BNB,74,9,-520.0473
BNB,74,10,-1287.3377
BNB,74,11,-1359.6314
BNB,75,0,527.3592
BNB,75,1,35.1724
BNB,75,2,-486.6446
BNB,76,0,227.6987
BNB,76,1,-323.2110
BNB,76,2,-312.2728
BNB,76,3,-546.9198
BNB,77,0,259.6146
BNB,77,1,-80.7773
BNB,77,2,14.9865
BNB,77,3,-28.1189
BNB,77,4,221.5815
BNB,77,5,5.7781
BNB,77,6,423.2048
BNB,77,7,485.1099
BNB,77,8,-65.0983
BNB,77,9,664.7270
BNB,77,10,-1476.6839
BNB,78,0,159.2429
BNB,78,1,-117.1879
BNB,78,2,101.7815
BNB,78,3,-78.6428
BNB,78,4,-81.9083
BNB,78,5,-25.6863
BNB,78,6,-96.7373
BNB,78,7,82.8309
BNB,78,8,-192.3864
BNB,78,9,137.4927
BNB,78,10,112.3283
BNB,78,11,-283.2165
BNB,78,12,386.3218
BNB,78,13,631.0402
BNB,78,14,253.2547
BNB,78,15,-80.5303
BNB,78,16,-274.9756
BNB,78,17,-442.0962
BNB,78,18,1164.7158
BNB,78,19,1302.1765
BNB,78,20,45.0090
BNB,78,21,-139.5891
BNB,78,22,61.5383
BNB,78,23,-73.1372
BNB,78,24,-50.3773
BNB,78,25,-57.5042
BNB,78,26,63.1364
BNB,78,27,209.4567
BNB,78,28,-62.5004
BNB,78,29,321.7083
BNB,78,30,6.3484
BNB,78,31,108.8874
BNB,78,32,2720.6197
BNB,78,33,2720.6197
BNB,78,34,2765.1931
BNB,78,35,2795.2306
BNB,79,0,638.0081
BNB,79,1,-145.7617
BNB,79,2,-96.6477
BNB,79,3,522.9797
BNB,79,4,-127.9267
BNB,80,0,-1276.6233
BNB,80,1,-1276.6233
BNB,81,0,366.4175
BNB,81,1,-1925.9783
BNB,81,2,-2227.1093
ADA,0,0,621.8864
ADA,0,1,632.2570
ADA,0,2,427.4982
ADA,0,3,427.4982
ADA,0,4,625.2275
ADA,0,5,614.8637
ADA,1,0,-730.5427
ADA,1,1,-730.5427
ADA,2,0,820.5910
ADA,2,1,484.1229
ADA,2,2,703.9641
ADA,2,3,3304.6674
ADA,2,4,2271.4585
ADA,2,5,1420.9018
ADA,2,6,-307.7050
ADA,3,0,743.4209
ADA,3,1,990.5153
ADA,3,2,-703.5642
ADA,3,3,-912.6407
ADA,4,0,-744.9372
ADA,4,1,-744.9372
ADA,5,0,855.6579
ADA,5,1,893.1579
ADA,5,2,-721.4095
ADA,5,3,-753.3615
ADA,6,0,565.8503
ADA,6,1,687.1120
ADA,6,2,94.5508
ADA,7,0,-572.6626
ADA,7,1,-572.6626
ADA,8,0,320.6814
ADA,8,1,514.2889
ADA,8,2,-240.6090
ADA,8,3,-331.4296
ADA,8,4,-453.2074
ADA,8,5,-141.0751
ADA,8,6,459.2406
ADA,8,7,-471.4090
ADA,8,8,-737.4874
ADA,9,0,438.8455
ADA,9,1,308.3924
ADA,9,2,-209.1790
ADA,9,3,-421.8702
ADA,9,4,210.4479
ADA,9,5,339.6640
ADA,10,0,-708.7231
ADA,10,1,-708.7231
ADA,11,0,127.5396
ADA,11,1,-467.5644
ADA,11,2,-606.4515
ADA,12,0,734.9433
ADA,12,1,627.0064
ADA,12,2,-263.3318
ADA,12,3,-278.4712
ADA,12,4,201.5290
ADA,12,5,-1066.2058
ADA,12,6,-1171.4552
ADA,13,0,306.0148
ADA,13,1,245.0944
ADA,13,2,-414.0383
ADA,13,3,39.8281
ADA,13,4,-79.9006
ADA,13,5,206.3501
ADA,13,6,267.0406
ADA,13,7,-346.3996
ADA,14,0,404.0911
ADA,14,1,660.3516
ADA,14,2,-176.2353
ADA,14,3,-208.7554
ADA,14,4,-150.1176
ADA,14,5,666.0447
ADA,14,6,409.6477
ADA,15,0,1570.4545
ADA,15,1,-71.4259
ADA,15,2,2133.8636
ADA,15,3,466.0975
ADA,15,4,610.8206
ADA,15,5,820.1944
ADA,15,6,820.1944
ADA,15,7,1994.8849
ADA,15,8,1994.8849
ADA,15,9,-659.1299
ADA,15,10,-903.0217
ADA,15,11,-903.0217
ADA,15,12,-903.0217
ADA,15,13,-903.0217
ADA,16,0,518.4133
ADA,16,1,316.9859
ADA,16,2,556.3139
ADA,16,3,108.1432
ADA,16,4,1494.7700
ADA,16,5,2314.6772
ADA,16,6,2555.0318
ADA,16,7,867.3187
ADA,16,8,-277.5164
ADA,16,9,53.5919
ADA,16,10,53.5919
ADA,16,11,53.5919
ADA,16,12,53.5919
ADA,16,13,-499.5770
ADA,16,14,-339.5130
ADA,16,15,-339.5130
ADA,16,16,-339.5130
ADA,16,17,-339.5130
ADA,17,0,-1127.0262
ADA,17,1,-1127.0262
ADA,18,0,193.9634
ADA,18,1,-639.4512
ADA,18,2,512.5338
ADA,18,3,-227.2032
ADA,18,4,-558.1281
ADA,18,5,-124.9731
ADA,18,6,-424.2613
ADA,19,0,1268.6872
ADA,19,1,1014.2514
ADA,19,2,14.8861
ADA,19,3,-13.3083
ADA,19,4,561.1650
ADA,19,5,805.1532
ADA,19,6,-680.7984
ADA,20,0,243.7431
ADA,20,1,-379.8430
ADA,20,2,-627.5620
ADA,21,0,-579.4938
ADA,21,1,-579.4938
ADA,22,0,277.4996
ADA,22,1,505.5659
ADA,22,2,546.9051
ADA,22,3,303.8259
ADA,22,4,768.5685
ADA,22,5,534.8035
ADA,22,6,-517.4896
ADA,23,0,600.5174
ADA,23,1,1144.5852
ADA,23,2,277.8920
ADA,23,3,749.4345
ADA,23,4,1934.9624
ADA,23,5,1352.3783
ADA,23,6,-588.3363
ADA,24,0,-716.4524
ADA,24,1,-716.4524
ADA,25,0,-529.6192
ADA,25,1,-529.6192
ADA,26,0,55.4520
ADA,26,1,-258.0033
ADA,26,2,-326.2838
ADA,26,3,4.6871
ADA,26,4,-383.1785
ADA,26,5,-330.1085
ADA,26,6,-2.1639
ADA,26,7,689.0969
ADA,26,8,743.3277
ADA,26,9,-325.6148
ADA,26,10,-399.6515
ADA,26,11,-399.6515
ADA,26,12,-399.6515
ADA,26,13,695.3299
ADA,26,14,81.9544
ADA,26,15,81.9544
ADA,26,16,81.9544
ADA,26,17,836.0587
ADA,27,0,-619.9014
ADA,27,1,-619.9014
ADA,28,0,-802.5510
ADA,28,1,-802.5510
ADA,29,0,841.7331
ADA,29,1,836.2177
ADA,29,2,-173.9058
ADA,29,3,-263.1929
ADA,29,4,280.9828
ADA,29,5,286.2161
ADA,29,6,-457.4478
ADA,30,0,69.3707
ADA,30,1,-225.1586
ADA,30,2,341.7342
ADA,30,3,-46.0566
ADA,30,4,387.0812
ADA,30,5,1586.7219
ADA,30,6,1483.9106
ADA,30,7,650.7282
ADA,30,8,-493.2991
ADA,31,0,-1646.3414
ADA,31,1,-1646.3414
ADA,32,0,553.9473
ADA,32,1,171.8024
ADA,32,2,-558.4220
ADA,32,3,-203.6571
ADA,33,0,532.3844
ADA,33,1,-441.7511
ADA,33,2,507.0526
ADA,33,3,-821.3519
ADA,33,4,-799.2167
ADA,34,0,24.1990
ADA,34,1,-389.0501
ADA,34,2,239.4092
ADA,34,3,194.2632
ADA,34,4,-236.9048
ADA,34,5,-236.9048
ADA,35,0,386.2820
ADA,35,1,-104.8622
ADA,35,2,-204.8577
ADA,35,3,542.4787
ADA,35,4,448.5014
ADA,35,5,294.9857
ADA,35,6,616.4829
ADA,35,7,459.1919
ADA,35,8,-454.0085
ADA,35,9,-695.8662
ADA,35,10,-695.8662
ADA,35,11,-695.8662
ADA,35,12,-470.5737
ADA,36,0,-789.7785
ADA,36,1,-789.7785
ADA,37,0,-492.2732
ADA,37,1,-492.2732
ADA,38,0,450.6818
ADA,38,1,343.4157
ADA,38,2,1681.2508
ADA,38,3,1155.2520
ADA,38,4,-701.8048
ADA,38,5,-714.1585
ADA,38,6,-714.1585
ADA,38,7,-245.5314
ADA,38,8,-270.8320
ADA,39,0,27.9375
ADA,39,1,-1.0331
ADA,39,2,440.4368
ADA,39,3,390.5313
ADA,39,4,-392.8430
ADA,39,5,-392.8430
ADA,40,0,235.3142
ADA,40,1,-954.6118
ADA,40,2,-1180.3019
ADA,41,0,920.7625
ADA,41,1,-294.5360
ADA,41,2,900.8211
ADA,41,3,1700.4137
ADA,41,4,1555.2203
ADA,41,5,2160.2294
ADA,41,6,2182.4705
ADA,41,7,-568.5526
ADA,42,0,193.6304
ADA,42,1,110.1879
ADA,42,2,-447.7343
ADA,42,3,-368.8874
ADA,43,0,-758.6209
ADA,43,1,-758.6209
ADA,44,0,-1139.9058
ADA,44,1,-1139.9058
ADA,45,0,-792.2140
ADA,45,1,-792.2140
ADA,46,0,706.3113
ADA,46,1,836.3788
ADA,46,2,101.2602
ADA,47,0,-583.4821
ADA,47,1,-583.4821
ADA,48,0,-646.2205
ADA,48,1,-646.2205
ADA,49,0,-762.6193
ADA,49,1,-762.6193
ADA,50,0,224.8077
ADA,50,1,799.3354
ADA,50,2,-186.2226
ADA,50,3,-589.1964
ADA,50,4,2443.8711
ADA,50,5,2146.0372
ADA,50,6,680.3390
ADA,50,7,-853.8085
ADA,51,0,1420.5522
ADA,51,1,-716.7372
ADA,51,2,850.9116
ADA,51,3,-517.9136
ADA,52,0,-467.7709
ADA,52,1,-467.7709
ADA,53,0,-717.9745
ADA,53,1,-717.9745
ADA,54,0,1271.5104
ADA,54,1,1377.1099
ADA,54,2,-565.1301
ADA,54,3,-652.7339
ADA,55,0,111.7743
ADA,55,1,-77.1837
ADA,55,2,231.4116
ADA,55,3,694.5509
ADA,55,4,555.1969
ADA,55,5,-123.1332
ADA,55,6,-59.2355
ADA,55,7,-59.2355
ADA,55,8,-122.6337
ADA,55,9,-62.3568
ADA,55,10,-62.3568
ADA,55,11,611.3776
