date,open,high,low,close,volume
2020-09-22,0.850000,7.000000,0.850000,5.319300,31441883.16
2020-09-23,5.327900,5.360000,3.400000,3.535000,12620608.01
2020-09-24,3.530500,4.887300,3.403300,4.641100,7107843.86
2020-09-25,4.636600,5.023400,4.200100,4.713400,3886096.71
2020-09-26,4.716400,4.820000,4.329400,4.520000,1814932.97
2020-09-27,4.521400,4.713400,4.106800,4.648400,1500134.56
2020-09-28,4.648500,4.705000,4.166700,4.202100,1210446.38
2020-09-29,4.199900,4.289900,3.960700,4.139400,1057878.53
2020-09-30,4.142900,4.411000,3.995800,4.329300,915518.31
2020-10-01,4.329300,4.530000,4.014000,4.150000,1477288.72
2020-10-02,4.142200,4.219800,3.633200,3.911500,1847614.48
2020-10-03,3.915600,4.190000,3.869600,4.016800,679798.03
2020-10-04,4.020200,4.079800,3.833400,3.964000,630849.97
2020-10-05,3.958200,4.045600,3.870000,3.981300,475912.76
2020-10-06,3.994900,4.000000,3.500000,3.542400,971155.87
2020-10-07,3.540100,3.546200,3.207000,3.442000,988661.32
2020-10-08,3.440900,3.959900,3.322800,3.914700,900977.83
2020-10-09,3.914700,4.325200,3.803400,4.249100,573063.37
2020-10-10,4.242700,4.269300,4.000100,4.023000,821315.35
2020-10-11,4.020500,4.176200,3.933300,4.096000,542437.49
2020-10-12,4.084100,4.710000,4.054000,4.410000,851811.15
2020-10-13,4.409900,4.563600,4.320300,4.480600,776819.51
2020-10-14,4.480800,4.484800,4.012500,4.159600,512479.12
2020-10-15,4.150000,4.231200,3.998500,4.126900,306544.02
2020-10-16,4.126600,4.158200,3.875500,4.043300,538055.06
2020-10-17,4.046200,4.210000,3.967300,4.194600,258634.77
2020-10-18,4.187400,4.246100,4.070100,4.119500,138296.50
2020-10-19,4.137100,4.174800,3.992600,4.050000,274925.09
2020-10-20,4.056800,4.090800,3.692500,3.804000,589447.62
2020-10-21,3.800700,4.103000,3.791800,3.958500,319446.86
2020-10-22,3.957400,4.490400,3.951100,4.338500,741499.28
2020-10-23,4.340600,4.487200,4.135400,4.256800,324892.94
2020-10-24,4.253900,4.362000,4.140000,4.182100,218601.98
2020-10-25,4.180300,4.252600,4.100000,4.147900,209663.90
