date,open,high,low,close,volume
2017-08-17,301.130000,312.180000,298.000000,302.000000,7030.71
2017-08-18,302.000000,311.790000,283.940000,293.960000,9537.85
2017-08-19,293.310000,299.900000,278.000000,290.910000,2146.20
2017-08-20,289.410000,300.530000,282.850000,299.100000,2510.14
2017-08-21,299.100000,346.520000,294.600000,323.290000,5219.45
2017-08-22,321.040000,330.410000,144.210000,309.800000,7956.35
2017-08-23,312.250000,324.990000,309.410000,315.740000,8665.73
2017-08-24,315.740000,328.040000,314.010000,323.420000,6753.27
2017-08-25,323.420000,338.280000,323.420000,327.240000,7125.97
2017-08-26,327.240000,335.440000,323.410000,330.790000,4877.69
2017-08-27,332.180000,348.130000,330.730000,348.130000,4635.44
2017-08-28,348.110000,351.000000,331.950000,346.000000,4279.18
2017-08-29,347.000000,377.600000,346.000000,374.700000,3032.13
2017-08-30,374.700000,393.710000,362.050000,385.930000,4446.60
2017-08-31,384.640000,389.360000,377.780000,384.790000,4435.87
2017-09-01,386.440000,394.390000,383.180000,388.460000,4198.68
2017-09-02,388.580000,394.320000,320.080000,343.140000,8240.33
2017-09-03,343.560000,367.280000,320.080000,341.770000,5253.62
2017-09-04,339.290000,344.550000,267.940000,283.770000,6737.81
2017-09-05,286.810000,321.520000,235.550000,312.090000,8344.42
2017-09-06,313.290000,336.340000,312.090000,335.000000,5486.31
2017-09-07,335.010000,342.500000,320.170000,334.490000,3103.90
2017-09-08,334.490000,335.100000,272.000000,302.990000,4915.76
2017-09-09,300.010000,307.000000,281.660000,296.740000,2740.59
2017-09-10,296.720000,302.780000,261.030000,293.500000,4156.45
2017-09-11,293.510000,304.980000,285.210000,297.300000,4829.65
2017-09-12,297.780000,316.460000,286.010000,293.960000,5176.31
2017-09-13,293.930000,294.500000,257.050000,276.910000,6451.23
2017-09-14,275.760000,283.770000,215.000000,215.210000,12601.96
2017-09-15,217.000000,270.930000,192.000000,253.000000,14223.90
2017-09-16,255.990000,271.810000,235.510000,249.310000,10362.06
2017-09-17,249.320000,264.390000,239.020000,257.550000,4614.53
2017-09-18,257.530000,306.220000,257.110000,294.570000,4125.97
2017-09-19,296.000000,300.000000,277.410000,284.000000,1869.91
